"";"cache_id";"reporting_level";"area";"Nobs_rl_a";"Nobs_rl";"Nobs";"Perc_a";"Perc_rl"
"2217";"LTU_2003_HBS_D1_CON_GPWG";"national";"rural";9119;22279;22279;0,41;1
"2218";"LTU_2003_HBS_D1_CON_GPWG";"national";"urban";13160;22279;22279;0,59;1
"2219";"LTU_2004_HBS_D1_CON_GPWG";"national";"rural";9382;22611;22611;0,41;1
"2220";"LTU_2004_HBS_D1_CON_GPWG";"national";"urban";13229;22611;22611;0,59;1
"2221";"LTU_2005_EU-SILC_D1_INC_GPWG";"national";"rural";7110;12102;12102;0,59;1
"2222";"LTU_2005_EU-SILC_D1_INC_GPWG";"national";"urban";4992;12102;12102;0,41;1
"2223";"LTU_2006_EU-SILC_D1_INC_GPWG";"national";"rural";6985;12134;12134;0,58;1
"2224";"LTU_2006_EU-SILC_D1_INC_GPWG";"national";"urban";5149;12134;12134;0,42;1
"2225";"LTU_2007_EU-SILC_D1_INC_GPWG";"national";"rural";7332;12775;12775;0,57;1
"2226";"LTU_2007_EU-SILC_D1_INC_GPWG";"national";"urban";5443;12775;12775;0,43;1
"2227";"LTU_2008_EU-SILC_D1_INC_GPWG";"national";"rural";6935;12146;12146;0,57;1
"2228";"LTU_2008_EU-SILC_D1_INC_GPWG";"national";"urban";5211;12146;12146;0,43;1
"2229";"LTU_2008_HBS_D1_CON_GPWG";"national";"rural";6239;15834;15834;0,39;1
"2230";"LTU_2008_HBS_D1_CON_GPWG";"national";"urban";9595;15834;15834;0,61;1
"2231";"LTU_2009_EU-SILC_D1_INC_GPWG";"national";"rural";7323;12847;12847;0,57;1
"2232";"LTU_2009_EU-SILC_D1_INC_GPWG";"national";"urban";5524;12847;12847;0,43;1
"2233";"LTU_2010_EU-SILC_D1_INC_GPWG";"national";"rural";7437;13217;13217;0,56;1
"2234";"LTU_2010_EU-SILC_D1_INC_GPWG";"national";"urban";5780;13217;13217;0,44;1
"2235";"LTU_2011_EU-SILC_D1_INC_GPWG";"national";"rural";7199;12470;12470;0,58;1
"2236";"LTU_2011_EU-SILC_D1_INC_GPWG";"national";"urban";5271;12470;12470;0,42;1
"2237";"LTU_2012_EU-SILC_D1_INC_GPWG";"national";"rural";6009;12662;12662;0,47;1
"2238";"LTU_2012_EU-SILC_D1_INC_GPWG";"national";"urban";6653;12662;12662;0,53;1
"2239";"LTU_2013_EU-SILC_D1_INC_GPWG";"national";"urban";5997;11744;11744;0,51;1
"2240";"LTU_2013_EU-SILC_D1_INC_GPWG";"national";"rural";5747;11744;11744;0,49;1
"2241";"LTU_2014_EU-SILC_D1_INC_GPWG";"national";"rural";5774;11894;11894;0,49;1
"2242";"LTU_2014_EU-SILC_D1_INC_GPWG";"national";"urban";6120;11894;11894;0,51;1
"2243";"LTU_2015_EU-SILC_D1_INC_GPWG";"national";"rural";6531;11002;11002;0,59;1
"2244";"LTU_2015_EU-SILC_D1_INC_GPWG";"national";"urban";4471;11002;11002;0,41;1
"2245";"LTU_2016_EU-SILC_D1_INC_GPWG";"national";"rural";6377;10880;10880;0,59;1
"2246";"LTU_2016_EU-SILC_D1_INC_GPWG";"national";"urban";4503;10880;10880;0,41;1
"2247";"LTU_2017_EU-SILC_D1_INC_GPWG";"national";"rural";6327;11123;11123;0,57;1
"2248";"LTU_2017_EU-SILC_D1_INC_GPWG";"national";"urban";4796;11123;11123;0,43;1
"2249";"LTU_2018_EU-SILC_D1_INC_GPWG";"national";"rural";6209;11144;11144;0,56;1
"2250";"LTU_2018_EU-SILC_D1_INC_GPWG";"national";"urban";4935;11144;11144;0,44;1
"2251";"LTU_2019_EU-SILC_D1_INC_GPWG";"national";"rural";6467;11346;11346;0,57;1
"2252";"LTU_2019_EU-SILC_D1_INC_GPWG";"national";"urban";4879;11346;11346;0,43;1
"2253";"LTU_2020_EU-SILC_D1_INC_GPWG";"national";"urban";5981;11345;11345;0,53;1
"2254";"LTU_2020_EU-SILC_D1_INC_GPWG";"national";"rural";5364;11345;11345;0,47;1
"2255";"LTU_2021_EU-SILC_D1_INC_GPWG";"national";"rural";5308;12112;12112;0,44;1
"2256";"LTU_2021_EU-SILC_D1_INC_GPWG";"national";"urban";6804;12112;12112;0,56;1
"2257";"LTU_2022_EU-SILC_D1_INC_GPWG";"national";"urban";6976;12096;12096;0,58;1
"2258";"LTU_2022_EU-SILC_D1_INC_GPWG";"national";"rural";5120;12096;12096;0,42;1
"2259";"LUX_1985_PSELL-LIS_D1_INC_BIN";"national";"";397;397;397;1;1
"2260";"LUX_1986_PSELL-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"2261";"LUX_1987_PSELL-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"2262";"LUX_1988_PSELL-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"2263";"LUX_1989_PSELL-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"2264";"LUX_1990_PSELL-LIS_D1_INC_BIN";"national";"";399;399;399;1;1
"2265";"LUX_1991_PSELL-LIS_D1_INC_BIN";"national";"";399;399;399;1;1
"2266";"LUX_1992_PSELL-LIS_D1_INC_BIN";"national";"";397;397;397;1;1
"2267";"LUX_1993_PSELL-LIS_D1_INC_BIN";"national";"";397;397;397;1;1
"2268";"LUX_1994_PSELL-ECHP-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"2269";"LUX_1995_PSELL-ECHP-LIS_D1_INC_BIN";"national";"";399;399;399;1;1
"2270";"LUX_1996_PSELL-ECHP-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"2271";"LUX_1997_PSELL-ECHP-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"2272";"LUX_1998_PSELL-ECHP-LIS_D1_INC_BIN";"national";"";399;399;399;1;1
"2273";"LUX_1999_PSELL-ECHP-LIS_D1_INC_BIN";"national";"";399;399;399;1;1
"2274";"LUX_2000_PSELL-ECHP-LIS_D1_INC_BIN";"national";"";398;398;398;1;1
"2275";"LUX_2001_PSELL-ECHP-LIS_D1_INC_BIN";"national";"";393;393;393;1;1
"2276";"LUX_2002_SEP-SILC-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"2277";"LUX_2004_EU-SILC_D1_INC_GPWG";"national";"urban";7557;9614;9614;0,79;1
"2278";"LUX_2004_EU-SILC_D1_INC_GPWG";"national";"rural";2057;9614;9614;0,21;1
"2279";"LUX_2005_EU-SILC_D1_INC_GPWG";"national";"rural";2135;9657;9657;0,22;1
"2280";"LUX_2005_EU-SILC_D1_INC_GPWG";"national";"urban";7522;9657;9657;0,78;1
"2281";"LUX_2006_EU-SILC_D1_INC_GPWG";"national";"rural";2290;10238;10238;0,22;1
"2282";"LUX_2006_EU-SILC_D1_INC_GPWG";"national";"urban";7948;10238;10238;0,78;1
"2283";"LUX_2007_EU-SILC_D1_INC_GPWG";"national";"urban";8220;10412;10412;0,79;1
"2284";"LUX_2007_EU-SILC_D1_INC_GPWG";"national";"rural";2192;10412;10412;0,21;1
"2285";"LUX_2008_EU-SILC_D1_INC_GPWG";"national";"rural";2179;10128;10128;0,22;1
"2286";"LUX_2008_EU-SILC_D1_INC_GPWG";"national";"urban";7949;10128;10128;0,78;1
"2287";"LUX_2009_EU-SILC_D1_INC_GPWG";"national";"urban";8749;11392;11392;0,77;1
"2288";"LUX_2009_EU-SILC_D1_INC_GPWG";"national";"rural";2643;11392;11392;0,23;1
"2289";"LUX_2010_EU-SILC_D1_INC_GPWG";"national";"urban";10017;13399;13399;0,75;1
"2290";"LUX_2010_EU-SILC_D1_INC_GPWG";"national";"rural";3382;13399;13399;0,25;1
"2291";"LUX_2011_EU-SILC_D1_INC_GPWG";"national";"urban";11225;14843;14843;0,76;1
"2292";"LUX_2011_EU-SILC_D1_INC_GPWG";"national";"rural";3618;14843;14843;0,24;1
"2293";"LUX_2012_EU-SILC_D1_INC_GPWG";"national";"urban";8412;16114;16114;0,52;1
"2294";"LUX_2012_EU-SILC_D1_INC_GPWG";"national";"rural";7702;16114;16114;0,48;1
"2295";"LUX_2013_EU-SILC_D1_INC_GPWG";"national";"rural";4840;9966;9966;0,49;1
"2296";"LUX_2013_EU-SILC_D1_INC_GPWG";"national";"urban";5126;9966;9966;0,51;1
"2297";"LUX_2014_EU-SILC_D1_INC_GPWG";"national";"urban";5056;9935;9935;0,51;1
"2298";"LUX_2014_EU-SILC_D1_INC_GPWG";"national";"rural";4879;9935;9935;0,49;1
"2299";"LUX_2015_EU-SILC_D1_INC_GPWG";"national";"urban";4448;8745;8745;0,51;1
"2300";"LUX_2015_EU-SILC_D1_INC_GPWG";"national";"rural";4297;8745;8745;0,49;1
"2301";"LUX_2016_EU-SILC_D1_INC_GPWG";"national";"urban";5266;10129;10129;0,52;1
"2302";"LUX_2016_EU-SILC_D1_INC_GPWG";"national";"rural";4863;10129;10129;0,48;1
"2303";"LUX_2017_EU-SILC_D1_INC_GPWG";"national";"urban";5883;10784;10784;0,55;1
"2304";"LUX_2017_EU-SILC_D1_INC_GPWG";"national";"rural";4901;10784;10784;0,45;1
"2305";"LUX_2018_EU-SILC_D1_INC_GPWG";"national";"urban";5771;10513;10513;0,55;1
"2306";"LUX_2018_EU-SILC_D1_INC_GPWG";"national";"rural";4511;10513;10513;0,43;1
"2307";"LUX_2018_EU-SILC_D1_INC_GPWG";"national";"";231;10513;10513;0,02;1
"2308";"LUX_2019_EU-SILC_D1_INC_GPWG";"national";"rural";4586;10464;10464;0,44;1
"2309";"LUX_2019_EU-SILC_D1_INC_GPWG";"national";"urban";5859;10464;10464;0,56;1
"2310";"LUX_2019_EU-SILC_D1_INC_GPWG";"national";"";19;10464;10464;0;1
"2311";"LUX_2020_EU-SILC_D1_INC_GPWG";"national";"urban";4384;7445;7445;0,59;1
"2312";"LUX_2020_EU-SILC_D1_INC_GPWG";"national";"rural";3061;7445;7445;0,41;1
"2313";"LUX_2021_EU-SILC_D1_INC_GPWG";"national";"urban";6627;10988;10988;0,6;1
"2314";"LUX_2021_EU-SILC_D1_INC_GPWG";"national";"rural";4361;10988;10988;0,4;1
"2315";"LUX_2022_EU-SILC_D1_INC_GPWG";"national";"rural";3383;9064;9064;0,37;1
"2316";"LUX_2022_EU-SILC_D1_INC_GPWG";"national";"urban";5681;9064;9064;0,63;1
"2317";"LVA_1993_HBS_D1_INC_SYNTH";"national";"national";100000;100000;100000;1;1
"2318";"LVA_1995_HBS_D1_INC_SYNTH";"national";"national";100000;100000;100000;1;1
"2319";"LVA_1996_HBS_D1_INC_SYNTH";"national";"national";100000;100000;100000;1;1
"2320";"LVA_1997_HBS_D1_CON_HIST";"national";"urban";1355;1966;1966;0,69;1
"2321";"LVA_1997_HBS_D1_CON_HIST";"national";"rural";611;1966;1966;0,31;1
"2322";"LVA_1998_HBS_D1_CON_HIST";"national";"urban";3891;5724;5724;0,68;1
"2323";"LVA_1998_HBS_D1_CON_HIST";"national";"rural";1833;5724;5724;0,32;1
"2324";"LVA_2002_HBS_D1_CON_GPWG";"national";"urban";6787;10043;10043;0,68;1
"2325";"LVA_2002_HBS_D1_CON_GPWG";"national";"rural";3256;10043;10043;0,32;1
"2326";"LVA_2003_HBS_D1_CON_GPWG";"national";"rural";3031;9217;9217;0,33;1
"2327";"LVA_2003_HBS_D1_CON_GPWG";"national";"urban";6186;9217;9217;0,67;1
"2328";"LVA_2004_HBS_D1_CON_GPWG";"national";"urban";6548;9986;9986;0,66;1
"2329";"LVA_2004_HBS_D1_CON_GPWG";"national";"rural";3438;9986;9986;0,34;1
"2330";"LVA_2005_EU-SILC_D1_INC_GPWG";"national";"rural";5214;9664;9664;0,54;1
"2331";"LVA_2005_EU-SILC_D1_INC_GPWG";"national";"urban";4450;9664;9664;0,46;1
"2332";"LVA_2006_EU-SILC_D1_INC_GPWG";"national";"urban";5247;10941;10941;0,48;1
"2333";"LVA_2006_EU-SILC_D1_INC_GPWG";"national";"rural";5694;10941;10941;0,52;1
"2334";"LVA_2007_EU-SILC_D1_INC_GPWG";"national";"rural";6424;11184;11184;0,57;1
"2335";"LVA_2007_EU-SILC_D1_INC_GPWG";"national";"urban";4760;11184;11184;0,43;1
"2336";"LVA_2007_HBS_D1_CON_GPWG";"national";"rural";3308;8917;8917;0,37;1
"2337";"LVA_2007_HBS_D1_CON_GPWG";"national";"urban";5609;8917;8917;0,63;1
"2338";"LVA_2008_EU-SILC_D1_INC_GPWG";"national";"rural";7402;13093;13093;0,57;1
"2339";"LVA_2008_EU-SILC_D1_INC_GPWG";"national";"urban";5691;13093;13093;0,43;1
"2340";"LVA_2008_HBS_D1_CON_GPWG";"national";"rural";4406;10230;10230;0,43;1
"2341";"LVA_2008_HBS_D1_CON_GPWG";"national";"urban";5824;10230;10230;0,57;1
"2342";"LVA_2009_EU-SILC_D1_INC_GPWG";"national";"rural";8012;14369;14369;0,56;1
"2343";"LVA_2009_EU-SILC_D1_INC_GPWG";"national";"urban";6357;14369;14369;0,44;1
"2344";"LVA_2009_HBS_D1_CON_GPWG";"national";"rural";4407;10950;10950;0,4;1
"2345";"LVA_2009_HBS_D1_CON_GPWG";"national";"urban";6543;10950;10950;0,6;1
"2346";"LVA_2010_EU-SILC_D1_INC_GPWG";"national";"urban";6642;15266;15266;0,44;1
"2347";"LVA_2010_EU-SILC_D1_INC_GPWG";"national";"rural";8624;15266;15266;0,56;1
"2348";"LVA_2011_EU-SILC_D1_INC_GPWG";"national";"urban";7183;15845;15845;0,45;1
"2349";"LVA_2011_EU-SILC_D1_INC_GPWG";"national";"rural";8662;15845;15845;0,55;1
"2350";"LVA_2012_EU-SILC_D1_INC_GPWG";"national";"urban";7595;15150;15150;0,5;1
"2351";"LVA_2012_EU-SILC_D1_INC_GPWG";"national";"rural";7555;15150;15150;0,5;1
"2352";"LVA_2013_EU-SILC_D1_INC_GPWG";"national";"rural";7509;14576;14576;0,52;1
"2353";"LVA_2013_EU-SILC_D1_INC_GPWG";"national";"urban";7067;14576;14576;0,48;1
"2354";"LVA_2014_EU-SILC_D1_INC_GPWG";"national";"urban";7075;14010;14010;0,5;1
"2355";"LVA_2014_EU-SILC_D1_INC_GPWG";"national";"rural";6935;14010;14010;0,5;1
"2356";"LVA_2015_EU-SILC_D1_INC_GPWG";"national";"urban";8701;13895;13895;0,63;1
"2357";"LVA_2015_EU-SILC_D1_INC_GPWG";"national";"rural";5194;13895;13895;0,37;1
"2358";"LVA_2016_EU-SILC_D1_INC_GPWG";"national";"rural";5322;13828;13828;0,38;1
"2359";"LVA_2016_EU-SILC_D1_INC_GPWG";"national";"urban";8506;13828;13828;0,62;1
"2360";"LVA_2017_EU-SILC_D1_INC_GPWG";"national";"rural";5252;13405;13405;0,39;1
"2361";"LVA_2017_EU-SILC_D1_INC_GPWG";"national";"urban";8153;13405;13405;0,61;1
"2362";"LVA_2018_EU-SILC_D1_INC_GPWG";"national";"urban";7646;12812;12812;0,6;1
"2363";"LVA_2018_EU-SILC_D1_INC_GPWG";"national";"rural";5166;12812;12812;0,4;1
"2364";"LVA_2019_EU-SILC_D1_INC_GPWG";"national";"urban";6418;11363;11363;0,56;1
"2365";"LVA_2019_EU-SILC_D1_INC_GPWG";"national";"rural";4945;11363;11363;0,44;1
"2366";"LVA_2020_EU-SILC_D1_INC_GPWG";"national";"urban";7595;13174;13174;0,58;1
"2367";"LVA_2020_EU-SILC_D1_INC_GPWG";"national";"rural";5579;13174;13174;0,42;1
"2368";"LVA_2021_EU-SILC_D1_INC_GPWG";"national";"urban";8539;13961;13961;0,61;1
"2369";"LVA_2021_EU-SILC_D1_INC_GPWG";"national";"rural";5422;13961;13961;0,39;1
"2370";"LVA_2022_EU-SILC_D1_INC_GPWG";"national";"rural";4627;12300;12300;0,38;1
"2371";"LVA_2022_EU-SILC_D1_INC_GPWG";"national";"urban";7673;12300;12300;0,62;1
"2372";"MAR_1984_ECDM_D1_CON_SYNTH";"national";"national";100000;100000;100000;1;1
"2373";"MAR_1990_ENNVM_D1_CON_HIST";"national";"rural";11009;19296;19296;0,57;1
"2374";"MAR_1990_ENNVM_D1_CON_HIST";"national";"urban";8287;19296;19296;0,43;1
"2375";"MAR_1998_ENNVM_D1_CON_HIST";"national";"rural";13742;30457;30457;0,45;1
"2376";"MAR_1998_ENNVM_D1_CON_HIST";"national";"urban";16715;30457;30457;0,55;1
"2377";"MAR_2000_ENCDM_D1_CON_GPWG";"national";"rural";41164;85412;85412;0,48;1
"2378";"MAR_2000_ENCDM_D1_CON_GPWG";"national";"urban";44248;85412;85412;0,52;1
"2379";"MAR_2006_ENNVM_D1_CON_GPWG";"national";"rural";15772;36333;36333;0,43;1
"2380";"MAR_2006_ENNVM_D1_CON_GPWG";"national";"urban";20561;36333;36333;0,57;1
"2381";"MAR_2013_ENCDM_D1_CON_GPWG";"national";"rural";29772;75691;75691;0,39;1
"2382";"MAR_2013_ENCDM_D1_CON_GPWG";"national";"urban";45919;75691;75691;0,61;1
"2383";"MDA_1997_HBS_D1_CON_HIST";"national";"rural";2799;4798;4798;0,58;1
"2384";"MDA_1997_HBS_D1_CON_HIST";"national";"urban";1999;4798;4798;0,42;1
"2385";"MDA_1998_HBS_D1_CON_GPWG";"national";"rural";11630;18719;18719;0,62;1
"2386";"MDA_1998_HBS_D1_CON_GPWG";"national";"urban";7089;18719;18719;0,38;1
"2387";"MDA_1999_HBS_D1_CON_GPWG";"national";"urban";6762;17843;17843;0,38;1
"2388";"MDA_1999_HBS_D1_CON_GPWG";"national";"rural";11081;17843;17843;0,62;1
"2389";"MDA_2000_HBS_D1_CON_GPWG";"national";"rural";3728;6223;6223;0,6;1
"2390";"MDA_2000_HBS_D1_CON_GPWG";"national";"urban";2495;6223;6223;0,4;1
"2391";"MDA_2001_HBS_D1_CON_GPWG";"national";"rural";10193;16191;16191;0,63;1
"2392";"MDA_2001_HBS_D1_CON_GPWG";"national";"urban";5998;16191;16191;0,37;1
"2393";"MDA_2002_HBS_D1_CON_GPWG";"national";"urban";5789;15748;15748;0,37;1
"2394";"MDA_2002_HBS_D1_CON_GPWG";"national";"rural";9959;15748;15748;0,63;1
"2395";"MDA_2003_HBS_D1_CON_GPWG";"national";"rural";3693;6124;6124;0,6;1
"2396";"MDA_2003_HBS_D1_CON_GPWG";"national";"urban";2431;6124;6124;0,4;1
"2397";"MDA_2004_HBS_D1_CON_GPWG";"national";"rural";3687;6121;6121;0,6;1
"2398";"MDA_2004_HBS_D1_CON_GPWG";"national";"urban";2434;6121;6121;0,4;1
"2399";"MDA_2005_HBS_D1_CON_HIST";"national";"urban";2753;4583;4583;0,6;1
"2400";"MDA_2005_HBS_D1_CON_HIST";"national";"rural";1830;4583;4583;0,4;1
"2401";"MDA_2006_HBS_D1_CON_GPWG";"national";"rural";10499;16142;16142;0,65;1
"2402";"MDA_2006_HBS_D1_CON_GPWG";"national";"urban";5643;16142;16142;0,35;1
"2403";"MDA_2007_HBS_D1_CON_GPWG";"national";"rural";10710;16589;16589;0,65;1
"2404";"MDA_2007_HBS_D1_CON_GPWG";"national";"urban";5879;16589;16589;0,35;1
"2405";"MDA_2008_HBS_D1_CON_GPWG";"national";"rural";10436;16420;16420;0,64;1
"2406";"MDA_2008_HBS_D1_CON_GPWG";"national";"urban";5984;16420;16420;0,36;1
"2407";"MDA_2009_HBS_D1_CON_GPWG";"national";"urban";5277;15066;15066;0,35;1
"2408";"MDA_2009_HBS_D1_CON_GPWG";"national";"rural";9789;15066;15066;0,65;1
"2409";"MDA_2010_HBS_D1_CON_GPWG";"national";"rural";9548;14379;14379;0,66;1
"2410";"MDA_2010_HBS_D1_CON_GPWG";"national";"urban";4831;14379;14379;0,34;1
"2411";"MDA_2011_HBS_D1_CON_GPWG";"national";"rural";9763;14647;14647;0,67;1
"2412";"MDA_2011_HBS_D1_CON_GPWG";"national";"urban";4884;14647;14647;0,33;1
"2413";"MDA_2012_HBS_D1_CON_GPWG";"national";"urban";4541;13974;13974;0,32;1
"2414";"MDA_2012_HBS_D1_CON_GPWG";"national";"rural";9433;13974;13974;0,68;1
"2415";"MDA_2013_HBS_D1_CON_GPWG";"national";"rural";8523;12354;12354;0,69;1
"2416";"MDA_2013_HBS_D1_CON_GPWG";"national";"urban";3831;12354;12354;0,31;1
"2417";"MDA_2014_HBS_D1_CON_GPWG";"national";"rural";8086;11741;11741;0,69;1
"2418";"MDA_2014_HBS_D1_CON_GPWG";"national";"urban";3655;11741;11741;0,31;1
"2419";"MDA_2015_HBS_D1_CON_GPWG";"national";"urban";3313;5070;5070;0,65;1
"2420";"MDA_2015_HBS_D1_CON_GPWG";"national";"";1757;5070;5070;0,35;1
"2421";"MDA_2016_HBS_D1_CON_GPWG";"national";"rural";8363;12496;12496;0,67;1
"2422";"MDA_2016_HBS_D1_CON_GPWG";"national";"urban";4133;12496;12496;0,33;1
"2423";"MDA_2017_HBS_D1_CON_GPWG";"national";"rural";7783;11772;11772;0,66;1
"2424";"MDA_2017_HBS_D1_CON_GPWG";"national";"urban";3989;11772;11772;0,34;1
"2425";"MDA_2018_HBS_D1_CON_GPWG";"national";"rural";7475;11355;11355;0,66;1
"2426";"MDA_2018_HBS_D1_CON_GPWG";"national";"urban";3880;11355;11355;0,34;1
"2427";"MDA_2019_HBS_D1_CON_GPWG";"national";"rural";7378;10621;10621;0,69;1
"2428";"MDA_2019_HBS_D1_CON_GPWG";"national";"urban";3243;10621;10621;0,31;1
"2429";"MDA_2021_HBS_D1_CON_GPWG";"national";"rural";6416;9515;9515;0,67;1
"2430";"MDA_2021_HBS_D1_CON_GPWG";"national";"urban";3099;9515;9515;0,33;1
"2431";"MDG_1980_EB_D1_CON_SYNTH";"national";"national";100000;100000;100000;1;1
"2432";"MDG_1993_EPM_D1_CON_GPWG";"national";"rural";2650;4501;4501;0,59;1
"2433";"MDG_1993_EPM_D1_CON_GPWG";"national";"urban";1851;4501;4501;0,41;1
"2434";"MDG_1997_EPM_D1_CON_GPWG";"national";"rural";3773;6347;6347;0,59;1
"2435";"MDG_1997_EPM_D1_CON_GPWG";"national";"urban";2574;6347;6347;0,41;1
"2436";"MDG_1999_EPM_D1_CON_GPWG";"national";"rural";2880;5120;5120;0,56;1
"2437";"MDG_1999_EPM_D1_CON_GPWG";"national";"urban";2240;5120;5120;0,44;1
"2438";"MDG_2001_EPM_D1_CON_GPWG";"national";"urban";3101;5080;5080;0,61;1
"2439";"MDG_2001_EPM_D1_CON_GPWG";"national";"rural";1979;5080;5080;0,39;1
"2440";"MDG_2005_EPM_D1_CON_GPWG";"national";"rural";8778;11781;11781;0,75;1
"2441";"MDG_2005_EPM_D1_CON_GPWG";"national";"urban";3003;11781;11781;0,25;1
"2442";"MDG_2010_EPM_D1_CON_GPWG";"national";"rural";9040;12460;12460;0,73;1
"2443";"MDG_2010_EPM_D1_CON_GPWG";"national";"urban";3420;12460;12460;0,27;1
"2444";"MDG_2012_ENSOMD_D1_CON_GPWG";"national";"rural";60353;77560;77560;0,78;1
"2445";"MDG_2012_ENSOMD_D1_CON_GPWG";"national";"urban";17207;77560;77560;0,22;1
"2446";"MDV_2002_HIES_D1_CON_GPWG";"national";"rural";3864;5665;5665;0,68;1
"2447";"MDV_2002_HIES_D1_CON_GPWG";"national";"urban";1801;5665;5665;0,32;1
"2448";"MDV_2009_HIES_D1_CON_GPWG";"national";"rural";8329;11565;11565;0,72;1
"2449";"MDV_2009_HIES_D1_CON_GPWG";"national";"urban";3236;11565;11565;0,28;1
"2450";"MDV_2016_HIES_D1_CON_GPWG";"national";"rural";22356;25979;25979;0,86;1
"2451";"MDV_2016_HIES_D1_CON_GPWG";"national";"urban";3623;25979;25979;0,14;1
"2452";"MDV_2019_HIES_D1_CON_GPWG";"national";"rural";21215;24845;24845;0,85;1
"2453";"MDV_2019_HIES_D1_CON_GPWG";"national";"urban";3630;24845;24845;0,15;1
"2454";"MEX_1984_ENIGH_D1_INC_HIST";"national";"rural";8793;23985;23985;0,37;1
"2455";"MEX_1984_ENIGH_D1_INC_HIST";"national";"urban";15192;23985;23985;0,63;1
"2456";"MEX_1989_ENIGH_D1_INC_GPWG";"national";"urban";34100;55913;55913;0,61;1
"2457";"MEX_1989_ENIGH_D1_INC_GPWG";"national";"rural";21813;55913;55913;0,39;1
"2458";"MEX_1992_ENIGH_D1_INC_GPWG";"national";"urban";28659;50021;50021;0,57;1
"2459";"MEX_1992_ENIGH_D1_INC_GPWG";"national";"rural";21362;50021;50021;0,43;1
"2460";"MEX_1994_ENIGH_D1_INC_GPWG";"national";"urban";34409;59323;59323;0,58;1
"2461";"MEX_1994_ENIGH_D1_INC_GPWG";"national";"rural";24914;59323;59323;0,42;1
"2462";"MEX_1996_ENIGH_D1_INC_GPWG";"national";"rural";22829;63647;63647;0,36;1
"2463";"MEX_1996_ENIGH_D1_INC_GPWG";"national";"urban";40818;63647;63647;0,64;1
"2464";"MEX_1998_ENIGH_D1_INC_GPWG";"national";"urban";29286;46828;46828;0,63;1
"2465";"MEX_1998_ENIGH_D1_INC_GPWG";"national";"rural";17542;46828;46828;0,37;1
"2466";"MEX_2000_ENIGH_D1_INC_GPWG";"national";"urban";26995;41764;41764;0,65;1
"2467";"MEX_2000_ENIGH_D1_INC_GPWG";"national";"rural";14769;41764;41764;0,35;1
"2468";"MEX_2002_ENIGH_D1_INC_GPWG";"national";"urban";50468;71087;71087;0,71;1
"2469";"MEX_2002_ENIGH_D1_INC_GPWG";"national";"rural";20619;71087;71087;0,29;1
"2470";"MEX_2004_ENIGH_D1_INC_GPWG";"national";"urban";68142;90503;90503;0,75;1
"2471";"MEX_2004_ENIGH_D1_INC_GPWG";"national";"rural";22361;90503;90503;0,25;1
"2472";"MEX_2005_ENIGH_D1_INC_GPWG";"national";"urban";66092;92887;92887;0,71;1
"2473";"MEX_2005_ENIGH_D1_INC_GPWG";"national";"rural";26795;92887;92887;0,29;1
"2474";"MEX_2006_ENIGH_D1_INC_GPWG";"national";"urban";58932;82427;82427;0,71;1
"2475";"MEX_2006_ENIGH_D1_INC_GPWG";"national";"rural";23495;82427;82427;0,29;1
"2476";"MEX_2008_ENIGH_D1_INC_GPWG";"national";"urban";88555;116816;116816;0,76;1
"2477";"MEX_2008_ENIGH_D1_INC_GPWG";"national";"rural";28261;116816;116816;0,24;1
"2478";"MEX_2010_ENIGH_D1_INC_GPWG";"national";"urban";80340;105146;105146;0,76;1
"2479";"MEX_2010_ENIGH_D1_INC_GPWG";"national";"rural";24806;105146;105146;0,24;1
"2480";"MEX_2012_ENIGH_D1_INC_GPWG";"national";"urban";20368;32699;32699;0,62;1
"2481";"MEX_2012_ENIGH_D1_INC_GPWG";"national";"rural";12331;32699;32699;0,38;1
"2482";"MEX_2014_ENIGH_D1_INC_GPWG";"national";"urban";52207;72466;72466;0,72;1
"2483";"MEX_2014_ENIGH_D1_INC_GPWG";"national";"rural";20259;72466;72466;0,28;1
"2484";"MEX_2016_ENIGHNS_D1_INC_GPWG";"national";"urban";159220;253594;253594;0,63;1
"2485";"MEX_2016_ENIGHNS_D1_INC_GPWG";"national";"rural";94374;253594;253594;0,37;1
"2486";"MEX_2018_ENIGHNS_D1_INC_GPWG";"national";"rural";103806;265216;265216;0,39;1
"2487";"MEX_2018_ENIGHNS_D1_INC_GPWG";"national";"urban";161410;265216;265216;0,61;1
"2488";"MEX_2020_ENIGHNS_D1_INC_GPWG";"national";"urban";189934;310270;310270;0,61;1
"2489";"MEX_2020_ENIGHNS_D1_INC_GPWG";"national";"rural";120336;310270;310270;0,39;1
"2490";"MEX_2022_ENIGHNS_D1_INC_GPWG";"national";"urban";186104;304495;304495;0,61;1
"2491";"MEX_2022_ENIGHNS_D1_INC_GPWG";"national";"rural";118391;304495;304495;0,39;1
"2492";"MHL_2019_HIES_D1_CON_GPWG";"national";"rural";1700;4769;4769;0,36;1
