"";"cache_id";"reporting_level";"area";"Nobs_rl_a";"Nobs_rl";"Nobs";"Perc_a";"Perc_rl"
"625";"CHL_2003_CASEN_D1_INC_GPWG";"national";"urban";152256;244701;244701;0,62;1
"626";"CHL_2003_CASEN_D1_INC_GPWG";"national";"rural";92445;244701;244701;0,38;1
"627";"CHL_2006_CASEN_D1_INC_GPWG";"national";"urban";162779;262497;262497;0,62;1
"628";"CHL_2006_CASEN_D1_INC_GPWG";"national";"rural";99718;262497;262497;0,38;1
"629";"CHL_2009_CASEN_D1_INC_GPWG";"national";"urban";155590;242164;242164;0,64;1
"630";"CHL_2009_CASEN_D1_INC_GPWG";"national";"rural";86574;242164;242164;0,36;1
"631";"CHL_2011_CASEN_D1_INC_GPWG";"national";"urban";157374;197408;197408;0,8;1
"632";"CHL_2011_CASEN_D1_INC_GPWG";"national";"rural";40034;197408;197408;0,2;1
"633";"CHL_2013_CASEN_D1_INC_GPWG";"national";"urban";173734;214811;214811;0,81;1
"634";"CHL_2013_CASEN_D1_INC_GPWG";"national";"rural";41077;214811;214811;0,19;1
"635";"CHL_2015_CASEN_D1_INC_GPWG";"national";"urban";205466;262365;262365;0,78;1
"636";"CHL_2015_CASEN_D1_INC_GPWG";"national";"rural";56899;262365;262365;0,22;1
"637";"CHL_2017_CASEN_D1_INC_GPWG";"national";"urban";173319;213369;213369;0,81;1
"638";"CHL_2017_CASEN_D1_INC_GPWG";"national";"rural";40050;213369;213369;0,19;1
"639";"CHL_2020_CASEN_D1_INC_GPWG";"national";"urban";155538;184801;184801;0,84;1
"640";"CHL_2020_CASEN_D1_INC_GPWG";"national";"rural";29263;184801;184801;0,16;1
"641";"CHL_2022_CASEN_D1_INC_GPWG";"national";"urban";158340;198133;198133;0,8;1
"642";"CHL_2022_CASEN_D1_INC_GPWG";"national";"rural";39793;198133;198133;0,2;1
"643";"CHN_1981_CRHS-CUHS_D2_INC_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"644";"CHN_1981_CRHS-CUHS_D2_INC_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"645";"CHN_1984_CRHS-CUHS_D2_INC_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"646";"CHN_1984_CRHS-CUHS_D2_INC_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"647";"CHN_1987_CRHS-CUHS_D2_INC_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"648";"CHN_1987_CRHS-CUHS_D2_INC_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"649";"CHN_1990_CRHS-CUHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"650";"CHN_1990_CRHS-CUHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"651";"CHN_1993_CRHS-CUHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"652";"CHN_1993_CRHS-CUHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"653";"CHN_1996_CRHS-CUHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"654";"CHN_1996_CRHS-CUHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"655";"CHN_1999_CRHS-CUHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"656";"CHN_1999_CRHS-CUHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"657";"CHN_2002_CRHS-CUHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"658";"CHN_2002_CRHS-CUHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"659";"CHN_2005_CRHS-CUHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"660";"CHN_2005_CRHS-CUHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"661";"CHN_2008_CRHS-CUHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"662";"CHN_2008_CRHS-CUHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"663";"CHN_2010_CRHS-CUHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"664";"CHN_2010_CRHS-CUHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"665";"CHN_2011_CRHS-CUHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"666";"CHN_2011_CRHS-CUHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"667";"CHN_2012_CNIHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"668";"CHN_2012_CNIHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"669";"CHN_2013_CNIHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"670";"CHN_2013_CNIHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"671";"CHN_2014_CNIHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"672";"CHN_2014_CNIHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"673";"CHN_2015_CNIHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"674";"CHN_2015_CNIHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"675";"CHN_2016_CNIHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"676";"CHN_2016_CNIHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"677";"CHN_2017_CNIHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"678";"CHN_2017_CNIHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"679";"CHN_2018_CNIHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"680";"CHN_2018_CNIHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"681";"CHN_2019_CNIHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"682";"CHN_2019_CNIHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"683";"CHN_2020_CNIHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"684";"CHN_2020_CNIHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"685";"CHN_2021_CNIHS_D2_CON_SYNTH";"rural";"rural";100000;100000;200000;0,5;0,5
"686";"CHN_2021_CNIHS_D2_CON_SYNTH";"urban";"urban";100000;100000;200000;0,5;0,5
"687";"CIV_1985_EPAM_D1_CON_GPWG";"national";"rural";906;1584;1584;0,57;1
"688";"CIV_1985_EPAM_D1_CON_GPWG";"national";"urban";678;1584;1584;0,43;1
"689";"CIV_1986_EPAM_D1_CON_GPWG";"national";"rural";911;1599;1599;0,57;1
"690";"CIV_1986_EPAM_D1_CON_GPWG";"national";"urban";688;1599;1599;0,43;1
"691";"CIV_1987_EPAM_D1_CON_GPWG";"national";"rural";800;1600;1600;0,5;1
"692";"CIV_1987_EPAM_D1_CON_GPWG";"national";"urban";800;1600;1600;0,5;1
"693";"CIV_1988_EPAM_D1_CON_GPWG";"national";"rural";864;1600;1600;0,54;1
"694";"CIV_1988_EPAM_D1_CON_GPWG";"national";"urban";736;1600;1600;0,46;1
"695";"CIV_1992_EP_D1_CON_GPWG";"national";"rural";4239;9599;9599;0,44;1
"696";"CIV_1992_EP_D1_CON_GPWG";"national";"urban";5360;9599;9599;0,56;1
"697";"CIV_1995_ENV_D1_CON_GPWG";"national";"rural";520;1000;1000;0,52;1
"698";"CIV_1995_ENV_D1_CON_GPWG";"national";"urban";480;1000;1000;0,48;1
"699";"CIV_1998_ENV_D1_CON_GPWG";"national";"rural";2280;4200;4200;0,54;1
"700";"CIV_1998_ENV_D1_CON_GPWG";"national";"urban";1920;4200;4200;0,46;1
"701";"CIV_2002_ENV_D1_CON_GPWG";"national";"urban";4979;10798;10798;0,46;1
"702";"CIV_2002_ENV_D1_CON_GPWG";"national";"rural";5819;10798;10798;0,54;1
"703";"CIV_2008_ENV_D1_CON_GPWG";"national";"urban";6600;12600;12600;0,52;1
"704";"CIV_2008_ENV_D1_CON_GPWG";"national";"rural";6000;12600;12600;0,48;1
"705";"CIV_2015_ENV_D1_CON_GPWG";"national";"rural";7115;12899;12899;0,55;1
"706";"CIV_2015_ENV_D1_CON_GPWG";"national";"urban";5784;12899;12899;0,45;1
"707";"CIV_2018_EHCVM_D1_CON_GPWG";"national";"rural";37592;61116;61116;0,62;1
"708";"CIV_2018_EHCVM_D1_CON_GPWG";"national";"urban";23524;61116;61116;0,38;1
"709";"CIV_2021_EHCVM_D1_CON_GPWG";"national";"rural";39318;64491;64491;0,61;1
"710";"CIV_2021_EHCVM_D1_CON_GPWG";"national";"urban";25173;64491;64491;0,39;1
"711";"CMR_1996_ECAM-I_D1_CON_GPWG";"national";"urban";1227;1728;1728;0,71;1
"712";"CMR_1996_ECAM-I_D1_CON_GPWG";"national";"rural";501;1728;1728;0,29;1
"713";"CMR_2001_ECAM-II_D1_CON_GPWG";"national";"rural";3880;10992;10992;0,35;1
"714";"CMR_2001_ECAM-II_D1_CON_GPWG";"national";"urban";7112;10992;10992;0,65;1
"715";"CMR_2007_ECAM-III_D1_CON_GPWG";"national";"rural";5026;11391;11391;0,44;1
"716";"CMR_2007_ECAM-III_D1_CON_GPWG";"national";"urban";6365;11391;11391;0,56;1
"717";"CMR_2014_ECAM-IV_D1_CON_GPWG";"national";"rural";23277;46560;46560;0,5;1
"718";"CMR_2014_ECAM-IV_D1_CON_GPWG";"national";"urban";23283;46560;46560;0,5;1
"719";"CMR_2021_ECAM-V_D1_CON_GPWG";"national";"rural";24082;49244;49244;0,49;1
"720";"CMR_2021_ECAM-V_D1_CON_GPWG";"national";"urban";25162;49244;49244;0,51;1
"721";"COD_2004_E123_D1_CON_GPWG";"national";"rural";6519;11903;11903;0,55;1
"722";"COD_2004_E123_D1_CON_GPWG";"national";"urban";5384;11903;11903;0,45;1
"723";"COD_2012_E123_D1_CON_GPWG";"national";"rural";58253;110529;110529;0,53;1
"724";"COD_2012_E123_D1_CON_GPWG";"national";"urban";52276;110529;110529;0,47;1
"725";"COD_2020_EGI-ODD_D1_CON_GPWG";"national";"";8993;8993;8993;1;1
"726";"COG_2005_ECOM_D1_CON_GPWG";"national";"rural";1955;5002;5002;0,39;1
"727";"COG_2005_ECOM_D1_CON_GPWG";"national";"urban";3047;5002;5002;0,61;1
"728";"COG_2011_ECOM_D1_CON_GPWG";"national";"rural";22567;44736;44736;0,5;1
"729";"COG_2011_ECOM_D1_CON_GPWG";"national";"urban";22169;44736;44736;0,5;1
"730";"COL_1980_ENH_D2_INC_SYNTH";"urban";"urban";100000;100000;100000;1;1
"731";"COL_1988_ENH_D2_INC_SYNTH";"urban";"urban";100000;100000;100000;1;1
"732";"COL_1989_ENH_D2_INC_SYNTH";"urban";"urban";100000;100000;100000;1;1
"733";"COL_1991_ENH_D2_INC_SYNTH";"urban";"urban";100000;100000;100000;1;1
"734";"COL_1992_ENH_D1_INC_HIST";"national";"urban";60190;60190;60190;1;1
"735";"COL_1996_ENH_D1_INC_HIST";"national";"urban";90845;126352;126352;0,72;1
"736";"COL_1996_ENH_D1_INC_HIST";"national";"rural";35507;126352;126352;0,28;1
"737";"COL_1999_ENH_D1_INC_HIST";"national";"urban";88346;136626;136626;0,65;1
"738";"COL_1999_ENH_D1_INC_HIST";"national";"rural";48280;136626;136626;0,35;1
"739";"COL_2000_ENH_D1_INC_HIST";"national";"urban";94284;94284;94284;1;1
"740";"COL_2001_ECH_D1_INC_GPWG";"national";"urban";97181;108021;108021;0,9;1
"741";"COL_2001_ECH_D1_INC_GPWG";"national";"rural";10840;108021;108021;0,1;1
"742";"COL_2002_ECH_D1_INC_GPWG";"national";"urban";120408;130064;130064;0,93;1
"743";"COL_2002_ECH_D1_INC_GPWG";"national";"rural";9656;130064;130064;0,07;1
"744";"COL_2003_ECH_D1_INC_GPWG";"national";"urban";124362;135041;135041;0,92;1
"745";"COL_2003_ECH_D1_INC_GPWG";"national";"rural";10679;135041;135041;0,08;1
"746";"COL_2004_ECH_D1_INC_GPWG";"national";"urban";131838;150971;150971;0,87;1
"747";"COL_2004_ECH_D1_INC_GPWG";"national";"rural";19133;150971;150971;0,13;1
"748";"COL_2005_ECH_D1_INC_GPWG";"national";"urban";128513;146868;146868;0,88;1
"749";"COL_2005_ECH_D1_INC_GPWG";"national";"rural";18355;146868;146868;0,12;1
"750";"COL_2008_GEIH_D1_INC_GPWG";"national";"rural";74224;810759;810759;0,09;1
"751";"COL_2008_GEIH_D1_INC_GPWG";"national";"urban";736535;810759;810759;0,91;1
"752";"COL_2009_GEIH_D1_INC_GPWG";"national";"urban";723942;807570;807570;0,9;1
"753";"COL_2009_GEIH_D1_INC_GPWG";"national";"rural";83628;807570;807570;0,1;1
"754";"COL_2010_GEIH_D1_INC_GPWG";"national";"urban";728304;814184;814184;0,89;1
"755";"COL_2010_GEIH_D1_INC_GPWG";"national";"rural";85880;814184;814184;0,11;1
"756";"COL_2011_GEIH_D1_INC_GPWG";"national";"urban";735791;821012;821012;0,9;1
"757";"COL_2011_GEIH_D1_INC_GPWG";"national";"rural";85221;821012;821012;0,1;1
"758";"COL_2012_GEIH_D1_INC_GPWG";"national";"rural";85193;806210;806210;0,11;1
"759";"COL_2012_GEIH_D1_INC_GPWG";"national";"urban";721017;806210;806210;0,89;1
"760";"COL_2013_GEIH_D1_INC_GPWG";"national";"urban";710543;792126;792126;0,9;1
"761";"COL_2013_GEIH_D1_INC_GPWG";"national";"rural";81583;792126;792126;0,1;1
"762";"COL_2014_GEIH_D1_INC_GPWG";"national";"urban";704130;783648;783648;0,9;1
"763";"COL_2014_GEIH_D1_INC_GPWG";"national";"rural";79518;783648;783648;0,1;1
"764";"COL_2015_GEIH_D1_INC_GPWG";"national";"urban";703888;782901;782901;0,9;1
"765";"COL_2015_GEIH_D1_INC_GPWG";"national";"rural";79013;782901;782901;0,1;1
"766";"COL_2016_GEIH_D1_INC_GPWG";"national";"urban";697667;774540;774540;0,9;1
"767";"COL_2016_GEIH_D1_INC_GPWG";"national";"rural";76873;774540;774540;0,1;1
"768";"COL_2017_GEIH_D1_INC_GPWG";"national";"urban";688192;764420;764420;0,9;1
"769";"COL_2017_GEIH_D1_INC_GPWG";"national";"rural";76228;764420;764420;0,1;1
"770";"COL_2018_GEIH_D1_INC_GPWG";"national";"urban";686036;759621;759621;0,9;1
"771";"COL_2018_GEIH_D1_INC_GPWG";"national";"rural";73585;759621;759621;0,1;1
"772";"COL_2019_GEIH_D1_INC_GPWG";"national";"urban";681798;753477;753477;0,9;1
"773";"COL_2019_GEIH_D1_INC_GPWG";"national";"rural";71679;753477;753477;0,1;1
"774";"COL_2020_GEIH_D1_INC_GPWG";"national";"urban";667097;737525;737525;0,9;1
"775";"COL_2020_GEIH_D1_INC_GPWG";"national";"rural";70428;737525;737525;0,1;1
"776";"COL_2021_GEIH_D1_INC_GPWG";"national";"rural";70969;709694;709694;0,1;1
"777";"COL_2021_GEIH_D1_INC_GPWG";"national";"urban";638725;709694;709694;0,9;1
"778";"COL_2022_GEIH_D1_INC_GPWG";"national";"urban";745033;861542;861542;0,86;1
"779";"COL_2022_GEIH_D1_INC_GPWG";"national";"rural";116509;861542;861542;0,14;1
"780";"COM_2004_EIM_D1_CON_GPWG";"national";"rural";2063;2987;2987;0,69;1
"781";"COM_2004_EIM_D1_CON_GPWG";"national";"urban";924;2987;2987;0,31;1
"782";"COM_2013_EESIC_D1_CON_GPWG";"national";"rural";4019;10671;10671;0,38;1
"783";"COM_2013_EESIC_D1_CON_GPWG";"national";"urban";6652;10671;10671;0,62;1
"784";"CPV_2001_IDRF_D1_CON_GPWG";"national";"rural";2120;4584;4584;0,46;1
"785";"CPV_2001_IDRF_D1_CON_GPWG";"national";"urban";2464;4584;4584;0,54;1
"786";"CPV_2007_QUIBB_D1_CON_GPWG";"national";"rural";24658;33756;33756;0,73;1
"787";"CPV_2007_QUIBB_D1_CON_GPWG";"national";"urban";9098;33756;33756;0,27;1
"788";"CPV_2015_IDRF_D1_CON_GPWG";"national";"rural";9844;24395;24395;0,4;1
"789";"CPV_2015_IDRF_D1_CON_GPWG";"national";"urban";14551;24395;24395;0,6;1
"790";"CRI_1981_ENH_D1_INC_SYNTH";"national";"national";100000;100000;100000;1;1
"791";"CRI_1986_ENH_D1_INC_SYNTH";"national";"national";100000;100000;100000;1;1
"792";"CRI_1989_EHPM_D1_INC_GPWG";"national";"rural";18124;28095;28095;0,65;1
"793";"CRI_1989_EHPM_D1_INC_GPWG";"national";"urban";9971;28095;28095;0,35;1
"794";"CRI_1990_EHPM_D1_INC_GPWG";"national";"rural";17633;27975;27975;0,63;1
"795";"CRI_1990_EHPM_D1_INC_GPWG";"national";"urban";10342;27975;27975;0,37;1
"796";"CRI_1991_EHPM_D1_INC_GPWG";"national";"rural";18606;28036;28036;0,66;1
"797";"CRI_1991_EHPM_D1_INC_GPWG";"national";"urban";9430;28036;28036;0,34;1
"798";"CRI_1992_EHPM_D1_INC_GPWG";"national";"urban";10801;30622;30622;0,35;1
"799";"CRI_1992_EHPM_D1_INC_GPWG";"national";"rural";19821;30622;30622;0,65;1
"800";"CRI_1993_EHPM_D1_INC_GPWG";"national";"urban";9719;29723;29723;0,33;1
"801";"CRI_1993_EHPM_D1_INC_GPWG";"national";"rural";20004;29723;29723;0,67;1
"802";"CRI_1994_EHPM_D1_INC_GPWG";"national";"rural";21886;33121;33121;0,66;1
"803";"CRI_1994_EHPM_D1_INC_GPWG";"national";"urban";11235;33121;33121;0,34;1
"804";"CRI_1995_EHPM_D1_INC_GPWG";"national";"rural";22811;34462;34462;0,66;1
"805";"CRI_1995_EHPM_D1_INC_GPWG";"national";"urban";11651;34462;34462;0,34;1
"806";"CRI_1996_EHPM_D1_INC_GPWG";"national";"urban";11080;34656;34656;0,32;1
"807";"CRI_1996_EHPM_D1_INC_GPWG";"national";"rural";23576;34656;34656;0,68;1
"808";"CRI_1997_EHPM_D1_INC_GPWG";"national";"rural";24330;35591;35591;0,68;1
"809";"CRI_1997_EHPM_D1_INC_GPWG";"national";"urban";11261;35591;35591;0,32;1
"810";"CRI_1998_EHPM_D1_INC_GPWG";"national";"rural";26330;38181;38181;0,69;1
"811";"CRI_1998_EHPM_D1_INC_GPWG";"national";"urban";11851;38181;38181;0,31;1
"812";"CRI_1999_EHPM_D1_INC_GPWG";"national";"rural";23439;36387;36387;0,64;1
"813";"CRI_1999_EHPM_D1_INC_GPWG";"national";"urban";12948;36387;36387;0,36;1
"814";"CRI_2000_EHPM_D1_INC_GPWG";"national";"rural";20911;35846;35846;0,58;1
"815";"CRI_2000_EHPM_D1_INC_GPWG";"national";"urban";14935;35846;35846;0,42;1
"816";"CRI_2001_EHPM_D1_INC_GPWG";"national";"urban";13989;35081;35081;0,4;1
"817";"CRI_2001_EHPM_D1_INC_GPWG";"national";"rural";21092;35081;35081;0,6;1
"818";"CRI_2002_EHPM_D1_INC_GPWG";"national";"urban";15001;37502;37502;0,4;1
"819";"CRI_2002_EHPM_D1_INC_GPWG";"national";"rural";22501;37502;37502;0,6;1
"820";"CRI_2003_EHPM_D1_INC_GPWG";"national";"rural";23357;38755;38755;0,6;1
"821";"CRI_2003_EHPM_D1_INC_GPWG";"national";"urban";15398;38755;38755;0,4;1
"822";"CRI_2004_EHPM_D1_INC_GPWG";"national";"urban";15819;39160;39160;0,4;1
"823";"CRI_2004_EHPM_D1_INC_GPWG";"national";"rural";23341;39160;39160;0,6;1
"824";"CRI_2005_EHPM_D1_INC_GPWG";"national";"urban";16513;40651;40651;0,41;1
"825";"CRI_2005_EHPM_D1_INC_GPWG";"national";"rural";24138;40651;40651;0,59;1
"826";"CRI_2006_EHPM_D1_INC_GPWG";"national";"rural";25386;41591;41591;0,61;1
"827";"CRI_2006_EHPM_D1_INC_GPWG";"national";"urban";16205;41591;41591;0,39;1
"828";"CRI_2007_EHPM_D1_INC_GPWG";"national";"urban";16852;43770;43770;0,39;1
"829";"CRI_2007_EHPM_D1_INC_GPWG";"national";"rural";26918;43770;43770;0,61;1
"830";"CRI_2008_EHPM_D1_INC_GPWG";"national";"rural";26715;42011;42011;0,64;1
"831";"CRI_2008_EHPM_D1_INC_GPWG";"national";"urban";15296;42011;42011;0,36;1
"832";"CRI_2009_EHPM_D1_INC_GPWG";"national";"urban";17399;45763;45763;0,38;1
"833";"CRI_2009_EHPM_D1_INC_GPWG";"national";"rural";28364;45763;45763;0,62;1
"834";"CRI_2010_ENAHO_D1_INC_GPWG";"national";"rural";23738;41098;41098;0,58;1
"835";"CRI_2010_ENAHO_D1_INC_GPWG";"national";"urban";17360;41098;41098;0,42;1
"836";"CRI_2011_ENAHO_D1_INC_GPWG";"national";"urban";17429;40785;40785;0,43;1
"837";"CRI_2011_ENAHO_D1_INC_GPWG";"national";"rural";23356;40785;40785;0,57;1
"838";"CRI_2012_ENAHO_D1_INC_GPWG";"national";"urban";16561;39340;39340;0,42;1
"839";"CRI_2012_ENAHO_D1_INC_GPWG";"national";"rural";22779;39340;39340;0,58;1
"840";"CRI_2013_ENAHO_D1_INC_GPWG";"national";"urban";16107;38733;38733;0,42;1
"841";"CRI_2013_ENAHO_D1_INC_GPWG";"national";"rural";22626;38733;38733;0,58;1
"842";"CRI_2014_ENAHO_D1_INC_GPWG";"national";"rural";19587;38334;38334;0,51;1
"843";"CRI_2014_ENAHO_D1_INC_GPWG";"national";"urban";18747;38334;38334;0,49;1
"844";"CRI_2015_ENAHO_D1_INC_GPWG";"national";"urban";25891;37200;37200;0,7;1
"845";"CRI_2015_ENAHO_D1_INC_GPWG";"national";"rural";11309;37200;37200;0,3;1
"846";"CRI_2016_ENAHO_D1_INC_GPWG";"national";"urban";25530;36899;36899;0,69;1
"847";"CRI_2016_ENAHO_D1_INC_GPWG";"national";"rural";11369;36899;36899;0,31;1
"848";"CRI_2017_ENAHO_D1_INC_GPWG";"national";"urban";24045;34767;34767;0,69;1
"849";"CRI_2017_ENAHO_D1_INC_GPWG";"national";"rural";10722;34767;34767;0,31;1
"850";"CRI_2018_ENAHO_D1_INC_GPWG";"national";"urban";24148;35022;35022;0,69;1
"851";"CRI_2018_ENAHO_D1_INC_GPWG";"national";"rural";10874;35022;35022;0,31;1
"852";"CRI_2019_ENAHO_D1_INC_GPWG";"national";"urban";24057;34800;34800;0,69;1
"853";"CRI_2019_ENAHO_D1_INC_GPWG";"national";"rural";10743;34800;34800;0,31;1
"854";"CRI_2020_ENAHO_D1_INC_GPWG";"national";"urban";16147;25499;25499;0,63;1
"855";"CRI_2020_ENAHO_D1_INC_GPWG";"national";"rural";9352;25499;25499;0,37;1
"856";"CRI_2021_ENAHO_D1_INC_GPWG";"national";"urban";21653;31918;31918;0,68;1
"857";"CRI_2021_ENAHO_D1_INC_GPWG";"national";"rural";10265;31918;31918;0,32;1
"858";"CRI_2022_ENAHO_D1_INC_GPWG";"national";"urban";21297;31012;31012;0,69;1
"859";"CRI_2022_ENAHO_D1_INC_GPWG";"national";"rural";9715;31012;31012;0,31;1
"860";"CRI_2023_ENAHO_D1_INC_GPWG";"national";"urban";21023;30514;30514;0,69;1
"861";"CRI_2023_ENAHO_D1_INC_GPWG";"national";"rural";9491;30514;30514;0,31;1
"862";"CYP_2005_EU-SILC_D1_INC_GPWG";"national";"urban";7906;11541;11541;0,69;1
"863";"CYP_2005_EU-SILC_D1_INC_GPWG";"national";"rural";3635;11541;11541;0,31;1
"864";"CYP_2006_EU-SILC_D1_INC_GPWG";"national";"urban";7737;11069;11069;0,7;1
"865";"CYP_2006_EU-SILC_D1_INC_GPWG";"national";"rural";3332;11069;11069;0,3;1
"866";"CYP_2007_EU-SILC_D1_INC_GPWG";"national";"urban";7323;10630;10630;0,69;1
"867";"CYP_2007_EU-SILC_D1_INC_GPWG";"national";"rural";3307;10630;10630;0,31;1
"868";"CYP_2008_EU-SILC_D1_INC_GPWG";"national";"urban";6900;10025;10025;0,69;1
"869";"CYP_2008_EU-SILC_D1_INC_GPWG";"national";"rural";3125;10025;10025;0,31;1
"870";"CYP_2009_EU-SILC_D1_INC_GPWG";"national";"urban";6275;9283;9283;0,68;1
"871";"CYP_2009_EU-SILC_D1_INC_GPWG";"national";"rural";3008;9283;9283;0,32;1
"872";"CYP_2010_EU-SILC_D1_INC_GPWG";"national";"urban";7421;11088;11088;0,67;1
"873";"CYP_2010_EU-SILC_D1_INC_GPWG";"national";"rural";3667;11088;11088;0,33;1
"874";"CYP_2011_EU-SILC_D1_INC_GPWG";"national";"urban";7770;11443;11443;0,68;1
"875";"CYP_2011_EU-SILC_D1_INC_GPWG";"national";"rural";3673;11443;11443;0,32;1
"876";"CYP_2012_EU-SILC_D1_INC_GPWG";"national";"urban";9590;13379;13379;0,72;1
"877";"CYP_2012_EU-SILC_D1_INC_GPWG";"national";"rural";3789;13379;13379;0,28;1
"878";"CYP_2013_EU-SILC_D1_INC_GPWG";"national";"rural";3695;13277;13277;0,28;1
"879";"CYP_2013_EU-SILC_D1_INC_GPWG";"national";"urban";9582;13277;13277;0,72;1
"880";"CYP_2014_EU-SILC_D1_INC_GPWG";"national";"urban";8478;12027;12027;0,7;1
"881";"CYP_2014_EU-SILC_D1_INC_GPWG";"national";"rural";3549;12027;12027;0,3;1
"882";"CYP_2015_EU-SILC_D1_INC_GPWG";"national";"urban";8363;11966;11966;0,7;1
"883";"CYP_2015_EU-SILC_D1_INC_GPWG";"national";"rural";3603;11966;11966;0,3;1
"884";"CYP_2016_EU-SILC_D1_INC_GPWG";"national";"urban";7983;11236;11236;0,71;1
"885";"CYP_2016_EU-SILC_D1_INC_GPWG";"national";"rural";3253;11236;11236;0,29;1
"886";"CYP_2017_EU-SILC_D1_INC_GPWG";"national";"rural";2231;11504;11504;0,19;1
"887";"CYP_2017_EU-SILC_D1_INC_GPWG";"national";"urban";9273;11504;11504;0,81;1
"888";"CYP_2018_EU-SILC_D1_INC_GPWG";"national";"rural";2175;11108;11108;0,2;1
"889";"CYP_2018_EU-SILC_D1_INC_GPWG";"national";"urban";8933;11108;11108;0,8;1
"890";"CYP_2019_EU-SILC_D1_INC_GPWG";"national";"rural";2219;10974;10974;0,2;1
"891";"CYP_2019_EU-SILC_D1_INC_GPWG";"national";"urban";8755;10974;10974;0,8;1
"892";"CYP_2020_EU-SILC_D1_INC_GPWG";"national";"urban";8796;10952;10952;0,8;1
"893";"CYP_2020_EU-SILC_D1_INC_GPWG";"national";"rural";2156;10952;10952;0,2;1
"894";"CYP_2021_EU-SILC_D1_INC_GPWG";"national";"urban";8494;10605;10605;0,8;1
"895";"CYP_2021_EU-SILC_D1_INC_GPWG";"national";"rural";2111;10605;10605;0,2;1
"896";"CYP_2022_EU-SILC_D1_INC_GPWG";"national";"urban";8211;10382;10382;0,79;1
"897";"CYP_2022_EU-SILC_D1_INC_GPWG";"national";"rural";2171;10382;10382;0,21;1
"898";"CZE_1992_MC-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"899";"CZE_1993_CM_D1_INC_SYNTH";"national";"national";100000;100000;100000;1;1
"900";"CZE_1996_MC-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"901";"CZE_2002_MC-LIS_D1_INC_BIN";"national";"";400;400;400;1;1
"902";"CZE_2005_EU-SILC_D1_INC_GPWG";"national";"rural";4441;10333;10333;0,43;1
