"";"cache_id";"reporting_level";"area";"N"
"790";"CRI_1981_ENH_D1_INC_SYNTH";"national";"national";100000
"791";"CRI_1986_ENH_D1_INC_SYNTH";"national";"national";100000
"792";"CRI_1989_EHPM_D1_INC_GPWG";"national";"rural";18124
"793";"CRI_1989_EHPM_D1_INC_GPWG";"national";"urban";9971
"794";"CRI_1990_EHPM_D1_INC_GPWG";"national";"rural";17633
"795";"CRI_1990_EHPM_D1_INC_GPWG";"national";"urban";10342
"796";"CRI_1991_EHPM_D1_INC_GPWG";"national";"rural";18606
"797";"CRI_1991_EHPM_D1_INC_GPWG";"national";"urban";9430
"798";"CRI_1992_EHPM_D1_INC_GPWG";"national";"urban";10801
"799";"CRI_1992_EHPM_D1_INC_GPWG";"national";"rural";19821
"800";"CRI_1993_EHPM_D1_INC_GPWG";"national";"urban";9719
"801";"CRI_1993_EHPM_D1_INC_GPWG";"national";"rural";20004
"802";"CRI_1994_EHPM_D1_INC_GPWG";"national";"rural";21886
"803";"CRI_1994_EHPM_D1_INC_GPWG";"national";"urban";11235
"804";"CRI_1995_EHPM_D1_INC_GPWG";"national";"rural";22811
"805";"CRI_1995_EHPM_D1_INC_GPWG";"national";"urban";11651
"806";"CRI_1996_EHPM_D1_INC_GPWG";"national";"urban";11080
"807";"CRI_1996_EHPM_D1_INC_GPWG";"national";"rural";23576
"808";"CRI_1997_EHPM_D1_INC_GPWG";"national";"rural";24330
"809";"CRI_1997_EHPM_D1_INC_GPWG";"national";"urban";11261
"810";"CRI_1998_EHPM_D1_INC_GPWG";"national";"rural";26330
"811";"CRI_1998_EHPM_D1_INC_GPWG";"national";"urban";11851
"812";"CRI_1999_EHPM_D1_INC_GPWG";"national";"rural";23439
"813";"CRI_1999_EHPM_D1_INC_GPWG";"national";"urban";12948
"814";"CRI_2000_EHPM_D1_INC_GPWG";"national";"rural";20911
"815";"CRI_2000_EHPM_D1_INC_GPWG";"national";"urban";14935
"816";"CRI_2001_EHPM_D1_INC_GPWG";"national";"urban";13989
"817";"CRI_2001_EHPM_D1_INC_GPWG";"national";"rural";21092
"818";"CRI_2002_EHPM_D1_INC_GPWG";"national";"urban";15001
"819";"CRI_2002_EHPM_D1_INC_GPWG";"national";"rural";22501
"820";"CRI_2003_EHPM_D1_INC_GPWG";"national";"rural";23357
"821";"CRI_2003_EHPM_D1_INC_GPWG";"national";"urban";15398
"822";"CRI_2004_EHPM_D1_INC_GPWG";"national";"urban";15819
"823";"CRI_2004_EHPM_D1_INC_GPWG";"national";"rural";23341
"824";"CRI_2005_EHPM_D1_INC_GPWG";"national";"urban";16513
"825";"CRI_2005_EHPM_D1_INC_GPWG";"national";"rural";24138
"826";"CRI_2006_EHPM_D1_INC_GPWG";"national";"rural";25386
"827";"CRI_2006_EHPM_D1_INC_GPWG";"national";"urban";16205
"828";"CRI_2007_EHPM_D1_INC_GPWG";"national";"urban";16852
"829";"CRI_2007_EHPM_D1_INC_GPWG";"national";"rural";26918
"830";"CRI_2008_EHPM_D1_INC_GPWG";"national";"rural";26715
"831";"CRI_2008_EHPM_D1_INC_GPWG";"national";"urban";15296
"832";"CRI_2009_EHPM_D1_INC_GPWG";"national";"urban";17399
"833";"CRI_2009_EHPM_D1_INC_GPWG";"national";"rural";28364
"834";"CRI_2010_ENAHO_D1_INC_GPWG";"national";"rural";23738
"835";"CRI_2010_ENAHO_D1_INC_GPWG";"national";"urban";17360
"836";"CRI_2011_ENAHO_D1_INC_GPWG";"national";"urban";17429
"837";"CRI_2011_ENAHO_D1_INC_GPWG";"national";"rural";23356
"838";"CRI_2012_ENAHO_D1_INC_GPWG";"national";"urban";16561
"839";"CRI_2012_ENAHO_D1_INC_GPWG";"national";"rural";22779
"840";"CRI_2013_ENAHO_D1_INC_GPWG";"national";"urban";16107
"841";"CRI_2013_ENAHO_D1_INC_GPWG";"national";"rural";22626
"842";"CRI_2014_ENAHO_D1_INC_GPWG";"national";"rural";19587
"843";"CRI_2014_ENAHO_D1_INC_GPWG";"national";"urban";18747
"844";"CRI_2015_ENAHO_D1_INC_GPWG";"national";"urban";25891
"845";"CRI_2015_ENAHO_D1_INC_GPWG";"national";"rural";11309
"846";"CRI_2016_ENAHO_D1_INC_GPWG";"national";"urban";25530
"847";"CRI_2016_ENAHO_D1_INC_GPWG";"national";"rural";11369
"848";"CRI_2017_ENAHO_D1_INC_GPWG";"national";"urban";24045
"849";"CRI_2017_ENAHO_D1_INC_GPWG";"national";"rural";10722
"850";"CRI_2018_ENAHO_D1_INC_GPWG";"national";"urban";24148
"851";"CRI_2018_ENAHO_D1_INC_GPWG";"national";"rural";10874
"852";"CRI_2019_ENAHO_D1_INC_GPWG";"national";"urban";24057
"853";"CRI_2019_ENAHO_D1_INC_GPWG";"national";"rural";10743
"854";"CRI_2020_ENAHO_D1_INC_GPWG";"national";"urban";16147
"855";"CRI_2020_ENAHO_D1_INC_GPWG";"national";"rural";9352
"856";"CRI_2021_ENAHO_D1_INC_GPWG";"national";"urban";21653
"857";"CRI_2021_ENAHO_D1_INC_GPWG";"national";"rural";10265
"858";"CRI_2022_ENAHO_D1_INC_GPWG";"national";"urban";21297
"859";"CRI_2022_ENAHO_D1_INC_GPWG";"national";"rural";9715
"860";"CRI_2023_ENAHO_D1_INC_GPWG";"national";"urban";21023
"861";"CRI_2023_ENAHO_D1_INC_GPWG";"national";"rural";9491
"862";"CYP_2005_EU-SILC_D1_INC_GPWG";"national";"urban";7906
"863";"CYP_2005_EU-SILC_D1_INC_GPWG";"national";"rural";3635
"864";"CYP_2006_EU-SILC_D1_INC_GPWG";"national";"urban";7737
"865";"CYP_2006_EU-SILC_D1_INC_GPWG";"national";"rural";3332
"866";"CYP_2007_EU-SILC_D1_INC_GPWG";"national";"urban";7323
"867";"CYP_2007_EU-SILC_D1_INC_GPWG";"national";"rural";3307
"868";"CYP_2008_EU-SILC_D1_INC_GPWG";"national";"urban";6900
"869";"CYP_2008_EU-SILC_D1_INC_GPWG";"national";"rural";3125
"870";"CYP_2009_EU-SILC_D1_INC_GPWG";"national";"urban";6275
"871";"CYP_2009_EU-SILC_D1_INC_GPWG";"national";"rural";3008
"872";"CYP_2010_EU-SILC_D1_INC_GPWG";"national";"urban";7421
"873";"CYP_2010_EU-SILC_D1_INC_GPWG";"national";"rural";3667
"874";"CYP_2011_EU-SILC_D1_INC_GPWG";"national";"urban";7770
"875";"CYP_2011_EU-SILC_D1_INC_GPWG";"national";"rural";3673
"876";"CYP_2012_EU-SILC_D1_INC_GPWG";"national";"urban";9590
"877";"CYP_2012_EU-SILC_D1_INC_GPWG";"national";"rural";3789
"878";"CYP_2013_EU-SILC_D1_INC_GPWG";"national";"rural";3695
"879";"CYP_2013_EU-SILC_D1_INC_GPWG";"national";"urban";9582
"880";"CYP_2014_EU-SILC_D1_INC_GPWG";"national";"urban";8478
"881";"CYP_2014_EU-SILC_D1_INC_GPWG";"national";"rural";3549
"882";"CYP_2015_EU-SILC_D1_INC_GPWG";"national";"urban";8363
"883";"CYP_2015_EU-SILC_D1_INC_GPWG";"national";"rural";3603
"884";"CYP_2016_EU-SILC_D1_INC_GPWG";"national";"urban";7983
"885";"CYP_2016_EU-SILC_D1_INC_GPWG";"national";"rural";3253
"886";"CYP_2017_EU-SILC_D1_INC_GPWG";"national";"rural";2231
"887";"CYP_2017_EU-SILC_D1_INC_GPWG";"national";"urban";9273
"888";"CYP_2018_EU-SILC_D1_INC_GPWG";"national";"rural";2175
"889";"CYP_2018_EU-SILC_D1_INC_GPWG";"national";"urban";8933
"890";"CYP_2019_EU-SILC_D1_INC_GPWG";"national";"rural";2219
"891";"CYP_2019_EU-SILC_D1_INC_GPWG";"national";"urban";8755
"892";"CYP_2020_EU-SILC_D1_INC_GPWG";"national";"urban";8796
"893";"CYP_2020_EU-SILC_D1_INC_GPWG";"national";"rural";2156
"894";"CYP_2021_EU-SILC_D1_INC_GPWG";"national";"urban";8494
"895";"CYP_2021_EU-SILC_D1_INC_GPWG";"national";"rural";2111
"896";"CYP_2022_EU-SILC_D1_INC_GPWG";"national";"urban";8211
"897";"CYP_2022_EU-SILC_D1_INC_GPWG";"national";"rural";2171
"898";"CZE_1992_MC-LIS_D1_INC_BIN";"national";"";400
"899";"CZE_1993_CM_D1_INC_SYNTH";"national";"national";100000
"900";"CZE_1996_MC-LIS_D1_INC_BIN";"national";"";400
"901";"CZE_2002_MC-LIS_D1_INC_BIN";"national";"";400
"902";"CZE_2005_EU-SILC_D1_INC_GPWG";"national";"rural";4441
"903";"CZE_2005_EU-SILC_D1_INC_GPWG";"national";"urban";5892
"904";"CZE_2006_EU-SILC_D1_INC_GPWG";"national";"urban";10058
"905";"CZE_2006_EU-SILC_D1_INC_GPWG";"national";"rural";7772
"906";"CZE_2007_EU-SILC_D1_INC_GPWG";"national";"urban";12905
"907";"CZE_2007_EU-SILC_D1_INC_GPWG";"national";"rural";10154
"908";"CZE_2008_EU-SILC_D1_INC_GPWG";"national";"urban";14772
"909";"CZE_2008_EU-SILC_D1_INC_GPWG";"national";"rural";11777
"910";"CZE_2008_EU-SILC_D1_INC_GPWG";"national";"";384
"911";"CZE_2009_EU-SILC_D1_INC_GPWG";"national";"urban";12736
"912";"CZE_2009_EU-SILC_D1_INC_GPWG";"national";"rural";10564
"913";"CZE_2010_EU-SILC_D1_INC_GPWG";"national";"urban";11826
"914";"CZE_2010_EU-SILC_D1_INC_GPWG";"national";"rural";9549
"915";"CZE_2011_EU-SILC_D1_INC_GPWG";"national";"rural";9143
"916";"CZE_2011_EU-SILC_D1_INC_GPWG";"national";"urban";11485
"917";"CZE_2012_EU-SILC_D1_INC_GPWG";"national";"urban";11639
"918";"CZE_2012_EU-SILC_D1_INC_GPWG";"national";"rural";8597
"919";"CZE_2013_EU-SILC_D1_INC_GPWG";"national";"urban";11156
"920";"CZE_2013_EU-SILC_D1_INC_GPWG";"national";"rural";7945
"921";"CZE_2014_EU-SILC_D1_INC_GPWG";"national";"urban";10733
"922";"CZE_2014_EU-SILC_D1_INC_GPWG";"national";"rural";7475
"923";"CZE_2015_EU-SILC_D1_INC_GPWG";"national";"rural";7229
"924";"CZE_2015_EU-SILC_D1_INC_GPWG";"national";"urban";10472
"925";"CZE_2016_EU-SILC_D1_INC_GPWG";"national";"rural";7481
"926";"CZE_2016_EU-SILC_D1_INC_GPWG";"national";"urban";11477
"927";"CZE_2017_EU-SILC_D1_INC_GPWG";"national";"urban";12122
"928";"CZE_2017_EU-SILC_D1_INC_GPWG";"national";"rural";7076
"929";"CZE_2018_EU-SILC_D1_INC_GPWG";"national";"urban";11767
"930";"CZE_2018_EU-SILC_D1_INC_GPWG";"national";"rural";7166
"931";"CZE_2019_EU-SILC_D1_INC_GPWG";"national";"urban";11752
"932";"CZE_2019_EU-SILC_D1_INC_GPWG";"national";"rural";7397
"933";"CZE_2020_EU-SILC_D1_INC_GPWG";"national";"rural";7288
"934";"CZE_2020_EU-SILC_D1_INC_GPWG";"national";"urban";11466
"935";"CZE_2021_EU-SILC_D1_INC_GPWG";"national";"urban";11469
"936";"CZE_2021_EU-SILC_D1_INC_GPWG";"national";"rural";7121
"937";"CZE_2022_EU-SILC_D1_INC_GPWG";"national";"urban";11187
"938";"CZE_2022_EU-SILC_D1_INC_GPWG";"national";"rural";6979
"939";"DEU_1991_GSOEP-LIS_D1_INC_BIN";"national";"";400
"940";"DEU_1992_GSOEP-LIS_D1_INC_BIN";"national";"";400
"941";"DEU_1993_GSOEP-LIS_D1_INC_BIN";"national";"";400
"942";"DEU_1994_GSOEP-LIS_D1_INC_BIN";"national";"";400
"943";"DEU_1995_GSOEP-LIS_D1_INC_BIN";"national";"";400
"944";"DEU_1996_GSOEP-LIS_D1_INC_BIN";"national";"";400
"945";"DEU_1997_GSOEP-LIS_D1_INC_BIN";"national";"";400
"946";"DEU_1998_GSOEP-LIS_D1_INC_BIN";"national";"";400
"947";"DEU_1999_GSOEP-LIS_D1_INC_BIN";"national";"";400
"948";"DEU_2000_GSOEP-LIS_D1_INC_BIN";"national";"";400
"949";"DEU_2001_GSOEP-LIS_D1_INC_BIN";"national";"";400
"950";"DEU_2002_GSOEP-LIS_D1_INC_BIN";"national";"";400
"951";"DEU_2003_GSOEP-LIS_D1_INC_BIN";"national";"";400
"952";"DEU_2004_GSOEP-LIS_D1_INC_BIN";"national";"";400
"953";"DEU_2005_GSOEP-LIS_D1_INC_BIN";"national";"";400
"954";"DEU_2006_GSOEP-LIS_D1_INC_BIN";"national";"";400
"955";"DEU_2007_GSOEP-LIS_D1_INC_BIN";"national";"";400
"956";"DEU_2008_GSOEP-LIS_D1_INC_BIN";"national";"";400
"957";"DEU_2009_GSOEP-LIS_D1_INC_BIN";"national";"";400
"958";"DEU_2010_GSOEP-LIS_D1_INC_BIN";"national";"";400
"959";"DEU_2011_GSOEP-LIS_D1_INC_BIN";"national";"";400
"960";"DEU_2012_GSOEP-LIS_D1_INC_BIN";"national";"";400
"961";"DEU_2013_GSOEP-LIS_D1_INC_BIN";"national";"";400
"962";"DEU_2014_GSOEP-LIS_D1_INC_BIN";"national";"";400
"963";"DEU_2015_GSOEP-LIS_D1_INC_BIN";"national";"";400
"964";"DEU_2016_GSOEP-LIS_D1_INC_BIN";"national";"";400
"965";"DEU_2017_GSOEP-LIS_D1_INC_BIN";"national";"";400
"966";"DEU_2018_GSOEP-LIS_D1_INC_BIN";"national";"";400
"967";"DEU_2019_GSOEP-LIS_D1_INC_BIN";"national";"";400
"968";"DEU_2020_GSOEP-LIS_D1_INC_BIN";"national";"";400
"969";"DJI_2002_EDAM_D1_CON_HIST";"national";"urban";14373
"970";"DJI_2002_EDAM_D1_CON_HIST";"national";"rural";2043
"971";"DJI_2012_EDAM_D1_CON_GPWG";"national";"rural";9060
"972";"DJI_2012_EDAM_D1_CON_GPWG";"national";"urban";22623
"973";"DJI_2013_EDAM_D1_CON_GPWG";"national";"urban";1514
"974";"DJI_2013_EDAM_D1_CON_GPWG";"national";"rural";1902
"975";"DJI_2017_EDAM_D1_CON_GPWG";"national";"rural";7499
"976";"DJI_2017_EDAM_D1_CON_GPWG";"national";"urban";13990
"977";"DNK_1987_LM-LIS_D1_INC_BIN";"national";"";400
"978";"DNK_1992_LM-LIS_D1_INC_BIN";"national";"";400
"979";"DNK_1995_LM-LIS_D1_INC_BIN";"national";"";400
"980";"DNK_2000_LM-LIS_D1_INC_BIN";"national";"";400
"981";"DNK_2004_EU-SILC_D1_INC_GPWG";"national";"urban";10718
"982";"DNK_2004_EU-SILC_D1_INC_GPWG";"national";"rural";6522
"983";"DNK_2005_EU-SILC_D1_INC_GPWG";"national";"urban";9480
"984";"DNK_2005_EU-SILC_D1_INC_GPWG";"national";"rural";5790
"985";"DNK_2006_EU-SILC_D1_INC_GPWG";"national";"rural";5527
"986";"DNK_2006_EU-SILC_D1_INC_GPWG";"national";"urban";9103
"987";"DNK_2007_EU-SILC_D1_INC_GPWG";"national";"urban";11116
"988";"DNK_2007_EU-SILC_D1_INC_GPWG";"national";"rural";3707
"989";"DNK_2008_EU-SILC_D1_INC_GPWG";"national";"urban";10909
"990";"DNK_2008_EU-SILC_D1_INC_GPWG";"national";"rural";3878
"991";"DNK_2009_EU-SILC_D1_INC_GPWG";"national";"urban";11071
"992";"DNK_2009_EU-SILC_D1_INC_GPWG";"national";"rural";3788
"993";"DNK_2010_EU-SILC_D1_INC_GPWG";"national";"urban";10890
"994";"DNK_2010_EU-SILC_D1_INC_GPWG";"national";"rural";3696
"995";"DNK_2011_EU-SILC_D1_INC_GPWG";"national";"urban";9658
"996";"DNK_2011_EU-SILC_D1_INC_GPWG";"national";"rural";3418
"997";"DNK_2012_EU-SILC_D1_INC_GPWG";"national";"urban";6781
"998";"DNK_2012_EU-SILC_D1_INC_GPWG";"national";"rural";6318
"999";"DNK_2013_EU-SILC_D1_INC_GPWG";"national";"rural";6508
"1000";"DNK_2013_EU-SILC_D1_INC_GPWG";"national";"urban";6830
"1001";"DNK_2014_EU-SILC_D1_INC_GPWG";"national";"urban";7297
"1002";"DNK_2014_EU-SILC_D1_INC_GPWG";"national";"rural";6752
"1003";"DNK_2015_EU-SILC_D1_INC_GPWG";"national";"urban";7328
"1004";"DNK_2015_EU-SILC_D1_INC_GPWG";"national";"rural";6624
"1005";"DNK_2016_EU-SILC_D1_INC_GPWG";"national";"urban";8735
"1006";"DNK_2016_EU-SILC_D1_INC_GPWG";"national";"rural";5030
"1007";"DNK_2017_EU-SILC_D1_INC_GPWG";"national";"urban";8018
"1008";"DNK_2017_EU-SILC_D1_INC_GPWG";"national";"rural";4669
"1009";"DNK_2018_EU-SILC_D1_INC_GPWG";"national";"urban";7423
"1010";"DNK_2018_EU-SILC_D1_INC_GPWG";"national";"rural";4267
"1011";"DNK_2019_EU-SILC_D1_INC_GPWG";"national";"urban";7606
"1012";"DNK_2019_EU-SILC_D1_INC_GPWG";"national";"rural";4390
"1013";"DNK_2020_EU-SILC_D1_INC_GPWG";"national";"urban";8610
"1014";"DNK_2020_EU-SILC_D1_INC_GPWG";"national";"rural";4888
"1015";"DNK_2021_EU-SILC_D1_INC_GPWG";"national";"urban";10043
"1016";"DNK_2021_EU-SILC_D1_INC_GPWG";"national";"rural";5534
"1017";"DNK_2022_EU-SILC_D1_INC_GPWG";"national";"urban";8476
"1018";"DNK_2022_EU-SILC_D1_INC_GPWG";"national";"rural";4766
"1019";"DOM_1986_ENGSLF_D1_INC_SYNTH";"national";"national";100000
"1020";"DOM_1989_ENGSLF_D1_INC_SYNTH";"national";"national";100000
"1021";"DOM_1992_ICS_D1_INC_SYNTH";"national";"national";100000
"1022";"DOM_1996_ENFT_D1_INC_GPWG";"national";"rural";8307
"1023";"DOM_1996_ENFT_D1_INC_GPWG";"national";"urban";15514
"1024";"DOM_1997_ENFT_D1_INC_GPWG";"national";"rural";5161
"1025";"DOM_1997_ENFT_D1_INC_GPWG";"national";"urban";10480
"1026";"DOM_2000_ENFT_D1_INC_GPWG";"national";"rural";7478
"1027";"DOM_2000_ENFT_D1_INC_GPWG";"national";"urban";14987
"1028";"DOM_2001_ENFT_D1_INC_GPWG";"national";"urban";14967
"1029";"DOM_2001_ENFT_D1_INC_GPWG";"national";"rural";7282
"1030";"DOM_2002_ENFT_D1_INC_GPWG";"national";"urban";14867
"1031";"DOM_2002_ENFT_D1_INC_GPWG";"national";"rural";7277
"1032";"DOM_2003_ENFT_D1_INC_GPWG";"national";"urban";20812
"1033";"DOM_2003_ENFT_D1_INC_GPWG";"national";"rural";8959
"1034";"DOM_2004_ENFT_D1_INC_GPWG";"national";"urban";20157
"1035";"DOM_2004_ENFT_D1_INC_GPWG";"national";"rural";9132
"1036";"DOM_2005_ENFT_D1_INC_GPWG";"national";"urban";20889
"1037";"DOM_2005_ENFT_D1_INC_GPWG";"national";"rural";9149
"1038";"DOM_2006_ENFT_D1_INC_GPWG";"national";"urban";19624
"1039";"DOM_2006_ENFT_D1_INC_GPWG";"national";"rural";9031
"1040";"DOM_2007_ENFT_D1_INC_GPWG";"national";"urban";19546
"1041";"DOM_2007_ENFT_D1_INC_GPWG";"national";"rural";8923
"1042";"DOM_2008_ENFT_D1_INC_GPWG";"national";"urban";18987
"1043";"DOM_2008_ENFT_D1_INC_GPWG";"national";"rural";11685
"1044";"DOM_2009_ENFT_D1_INC_GPWG";"national";"urban";18683
"1045";"DOM_2009_ENFT_D1_INC_GPWG";"national";"rural";11747
"1046";"DOM_2010_ENFT_D1_INC_GPWG";"national";"urban";18306
"1047";"DOM_2010_ENFT_D1_INC_GPWG";"national";"rural";11595
"1048";"DOM_2011_ENFT_D1_INC_GPWG";"national";"urban";17834
"1049";"DOM_2011_ENFT_D1_INC_GPWG";"national";"rural";11698
"1050";"DOM_2012_ENFT_D1_INC_GPWG";"national";"urban";17773
"1051";"DOM_2012_ENFT_D1_INC_GPWG";"national";"rural";11357
"1052";"DOM_2013_ENFT_D1_INC_GPWG";"national";"rural";11294
"1053";"DOM_2013_ENFT_D1_INC_GPWG";"national";"urban";17961
"1054";"DOM_2014_ENFT_D1_INC_GPWG";"national";"urban";17112
"1055";"DOM_2014_ENFT_D1_INC_GPWG";"national";"rural";10523
"1056";"DOM_2015_ENFT_D1_INC_GPWG";"national";"rural";10368
"1057";"DOM_2015_ENFT_D1_INC_GPWG";"national";"urban";16362
"1058";"DOM_2016_ENFT_D1_INC_GPWG";"national";"urban";16031
"1059";"DOM_2016_ENFT_D1_INC_GPWG";"national";"rural";10295
"1060";"DOM_2017_ECNFT-Q03_D1_INC_GPWG";"national";"urban";15198
"1061";"DOM_2017_ECNFT-Q03_D1_INC_GPWG";"national";"rural";5668
"1062";"DOM_2018_ECNFT-Q03_D1_INC_GPWG";"national";"rural";5335
"1063";"DOM_2018_ECNFT-Q03_D1_INC_GPWG";"national";"urban";14886
"1064";"DOM_2019_ECNFT-Q03_D1_INC_GPWG";"national";"urban";15295
"1065";"DOM_2019_ECNFT-Q03_D1_INC_GPWG";"national";"rural";5713
"1066";"DOM_2020_ECNFT-Q03_D1_INC_GPWG";"national";"rural";4958
"1067";"DOM_2020_ECNFT-Q03_D1_INC_GPWG";"national";"urban";13093
"1068";"DOM_2021_ECNFT-Q03_D1_INC_GPWG";"national";"rural";5444
"1069";"DOM_2021_ECNFT-Q03_D1_INC_GPWG";"national";"urban";13788
"1070";"DOM_2022_ECNFT-Q03_D1_INC_GPWG";"national";"urban";13387
"1071";"DOM_2022_ECNFT-Q03_D1_INC_GPWG";"national";"rural";5294
"1072";"DZA_1988_EDCM_D1_CON_SYNTH";"national";"national";100000
"1073";"DZA_1995_ENMNV_D1_CON_SYNTH";"national";"national";100000
"1074";"DZA_2011_ENCNVM_D1_CON_SYNTH";"national";"national";100000
"1075";"ECU_1987_EPED_D2_INC_SYNTH";"urban";"urban";100000
"1076";"ECU_1994_ECV_D1_INC_GPWG";"national";"urban";13241
"1077";"ECU_1994_ECV_D1_INC_GPWG";"national";"rural";6860
"1078";"ECU_1995_EPED_D2_INC_GPWG";"urban";"urban";33393
"1079";"ECU_1998_EPED_D2_INC_GPWG";"urban";"urban";37549
"1080";"ECU_1999_ECV_D1_INC_GPWG";"national";"rural";11051
"1081";"ECU_1999_ECV_D1_INC_GPWG";"national";"urban";13926
"1082";"ECU_2000_EPED_D1_INC_GPWG";"national";"urban";35246
"1083";"ECU_2000_EPED_D1_INC_GPWG";"national";"rural";22927
"1084";"ECU_2003_ENEMDU_D1_INC_GPWG";"national";"rural";37935
"1085";"ECU_2003_ENEMDU_D1_INC_GPWG";"national";"urban";43179
"1086";"ECU_2004_ENEMDU_D1_INC_GPWG";"national";"rural";38816
"1087";"ECU_2004_ENEMDU_D1_INC_GPWG";"national";"urban";43241
"1088";"ECU_2005_ENEMDU_D1_INC_GPWG";"national";"urban";41190
"1089";"ECU_2005_ENEMDU_D1_INC_GPWG";"national";"rural";35196
"1090";"ECU_2006_ENEMDU_D1_INC_GPWG";"national";"urban";41298
"1091";"ECU_2006_ENEMDU_D1_INC_GPWG";"national";"rural";36415
"1092";"ECU_2007_ENEMDU_D1_INC_GPWG";"national";"rural";34622
"1093";"ECU_2007_ENEMDU_D1_INC_GPWG";"national";"urban";41145
"1094";"ECU_2008_ENEMDU_D1_INC_GPWG";"national";"urban";42894
"1095";"ECU_2008_ENEMDU_D1_INC_GPWG";"national";"rural";35574
"1096";"ECU_2009_ENEMDU_D1_INC_GPWG";"national";"urban";42503
"1097";"ECU_2009_ENEMDU_D1_INC_GPWG";"national";"rural";35494
"1098";"ECU_2010_ENEMDU_D1_INC_GPWG";"national";"rural";37882
"1099";"ECU_2010_ENEMDU_D1_INC_GPWG";"national";"urban";44474
"1100";"ECU_2011_ENEMDU_D1_INC_GPWG";"national";"urban";39648
"1101";"ECU_2011_ENEMDU_D1_INC_GPWG";"national";"rural";29634
"1102";"ECU_2012_ENEMDU_D1_INC_GPWG";"national";"rural";32123
"1103";"ECU_2012_ENEMDU_D1_INC_GPWG";"national";"urban";40635
"1104";"ECU_2013_ENEMDU_D1_INC_GPWG";"national";"urban";44081
"1105";"ECU_2013_ENEMDU_D1_INC_GPWG";"national";"rural";37201
"1106";"ECU_2014_ENEMDU_D1_INC_GPWG";"national";"rural";47994
"1107";"ECU_2014_ENEMDU_D1_INC_GPWG";"national";"urban";68219
"1108";"ECU_2015_ENEMDU_D1_INC_GPWG";"national";"urban";66268
"1109";"ECU_2015_ENEMDU_D1_INC_GPWG";"national";"rural";46129
"1110";"ECU_2016_ENEMDU_D1_INC_GPWG";"national";"urban";67353
"1111";"ECU_2016_ENEMDU_D1_INC_GPWG";"national";"rural";46454
"1112";"ECU_2017_ENEMDU_D1_INC_GPWG";"national";"urban";65732
"1113";"ECU_2017_ENEMDU_D1_INC_GPWG";"national";"rural";44345
"1114";"ECU_2018_ENEMDU_D1_INC_GPWG";"national";"urban";36857
"1115";"ECU_2018_ENEMDU_D1_INC_GPWG";"national";"rural";22302
"1116";"ECU_2019_ENEMDU_D1_INC_GPWG";"national";"rural";22601
"1117";"ECU_2019_ENEMDU_D1_INC_GPWG";"national";"urban";36320
"1118";"ECU_2020_ENEMDU_D1_INC_GPWG";"national";"urban";19107
"1119";"ECU_2020_ENEMDU_D1_INC_GPWG";"national";"rural";11233
"1120";"ECU_2021_ENEMDU_D1_INC_GPWG";"national";"urban";21608
"1121";"ECU_2021_ENEMDU_D1_INC_GPWG";"national";"rural";8233
"1122";"ECU_2022_ENEMDU_D1_INC_GPWG";"national";"urban";21197
"1123";"ECU_2022_ENEMDU_D1_INC_GPWG";"national";"rural";7713
"1124";"ECU_2023_ENEMDU_D1_INC_GPWG";"national";"urban";20527
"1125";"ECU_2023_ENEMDU_D1_INC_GPWG";"national";"rural";7687
"1126";"EGY_1990_HIECS_D1_CON_SYNTH";"national";"national";100000
"1127";"EGY_1995_HIECS_D1_CON_SYNTH";"national";"national";100000
"1128";"EGY_1999_HIECS_D1_CON_SYNTH";"national";"national";100000
"1129";"EGY_2004_HIECS_D1_CON_GPWG";"national";"urban";21743
"1130";"EGY_2004_HIECS_D1_CON_GPWG";"national";"rural";25352
"1131";"EGY_2008_HIECS_D1_CON_GPWG";"national";"rural";12657
"1132";"EGY_2008_HIECS_D1_CON_GPWG";"national";"urban";10771
"1133";"EGY_2010_HIECS_D1_CON_GPWG";"national";"rural";19244
"1134";"EGY_2010_HIECS_D1_CON_GPWG";"national";"urban";14825
"1135";"EGY_2012_HIECS_D1_CON_GPWG";"national";"rural";38571
"1136";"EGY_2012_HIECS_D1_CON_GPWG";"national";"urban";26840
"1137";"EGY_2015_HIECS_D1_CON_GPWG";"national";"urban";21543
"1138";"EGY_2015_HIECS_D1_CON_GPWG";"national";"rural";30711
"1139";"EGY_2017_HIECS_D1_CON_GPWG";"national";"rural";30473
"1140";"EGY_2017_HIECS_D1_CON_GPWG";"national";"urban";22455
"1141";"EGY_2019_HIECS_D1_CON_GPWG";"national";"urban";18525
"1142";"EGY_2019_HIECS_D1_CON_GPWG";"national";"rural";26675
"1143";"ESP_1980_HBS-LIS_D1_INC_BIN";"national";"";400
"1144";"ESP_1985_HBS-LIS_D1_INC_BIN";"national";"";400
"1145";"ESP_1990_HBS-LIS_D1_INC_BIN";"national";"";400
"1146";"ESP_1993_ECHP-LIS_D1_INC_BIN";"national";"";400
"1147";"ESP_1994_ECHP-LIS_D1_INC_BIN";"national";"";400
"1148";"ESP_1995_ECHP-LIS_D1_INC_BIN";"national";"";400
"1149";"ESP_1996_ECHP-LIS_D1_INC_BIN";"national";"";398
"1150";"ESP_1997_ECHP-LIS_D1_INC_BIN";"national";"";399
"1151";"ESP_1998_ECHP-LIS_D1_INC_BIN";"national";"";398
