"";"cache_id";"reporting_level";"area";"N"
"1871";"IRL_2022_EU-SILC_D1_INC_GPWG";"national";"urban";7081
"1872";"IRL_2022_EU-SILC_D1_INC_GPWG";"national";"rural";4283
"1873";"IRN_1986_SECH_D1_CON_SYNTH";"national";"national";100000
"1874";"IRN_1990_SECH_D1_CON_SYNTH";"national";"national";100000
"1875";"IRN_1994_SECH_D1_CON_SYNTH";"national";"national";100000
"1876";"IRN_1998_SECH_D1_CON_SYNTH";"national";"national";100000
"1877";"IRN_2005_HEIS_D1_CON_GPWG";"national";"rural";13970
"1878";"IRN_2005_HEIS_D1_CON_GPWG";"national";"urban";12925
"1879";"IRN_2006_HEIS_D1_CON_GPWG";"national";"rural";16735
"1880";"IRN_2006_HEIS_D1_CON_GPWG";"national";"urban";14175
"1881";"IRN_2009_HEIS_D1_CON_GPWG";"national";"rural";76072
"1882";"IRN_2009_HEIS_D1_CON_GPWG";"national";"urban";74390
"1883";"IRN_2011_HEIS_D1_CON_GPWG";"national";"";150538
"1884";"IRN_2012_HEIS_D1_CON_GPWG";"national";"";146063
"1885";"IRN_2013_HEIS_D1_CON_GPWG";"national";"";140359
"1886";"IRN_2014_HEIS_D1_CON_GPWG";"national";"";139033
"1887";"IRN_2015_HEIS_D1_CON_GPWG";"national";"";137616
"1888";"IRN_2016_HEIS_D1_CON_GPWG";"national";"";135552
"1889";"IRN_2017_HEIS_D1_CON_GPWG";"national";"";134389
"1890";"IRN_2018_HEIS_D1_CON_GPWG";"national";"";135829
"1891";"IRN_2019_HEIS_D1_CON_GPWG";"national";"";132540
"1892";"IRN_2020_HEIS_D1_CON_GPWG";"national";"";128955
"1893";"IRN_2021_HEIS_D1_CON_GPWG";"national";"";128913
"1894";"IRN_2022_HEIS_D1_CON_GPWG";"national";"";126478
"1895";"IRQ_2006_IHSES_D1_CON_GPWG";"national";"urban";82608
"1896";"IRQ_2006_IHSES_D1_CON_GPWG";"national";"rural";43039
"1897";"IRQ_2012_IHSES_D1_CON_GPWG";"national";"rural";77300
"1898";"IRQ_2012_IHSES_D1_CON_GPWG";"national";"urban";97563
"1899";"ISL_2004_EU-SILC_D1_INC_GPWG";"national";"urban";5382
"1900";"ISL_2004_EU-SILC_D1_INC_GPWG";"national";"rural";3389
"1901";"ISL_2005_EU-SILC_D1_INC_GPWG";"national";"urban";5245
"1902";"ISL_2005_EU-SILC_D1_INC_GPWG";"national";"rural";3578
"1903";"ISL_2006_EU-SILC_D1_INC_GPWG";"national";"rural";3356
"1904";"ISL_2006_EU-SILC_D1_INC_GPWG";"national";"urban";5210
"1905";"ISL_2007_EU-SILC_D1_INC_GPWG";"national";"urban";5214
"1906";"ISL_2007_EU-SILC_D1_INC_GPWG";"national";"rural";3437
"1907";"ISL_2008_EU-SILC_D1_INC_GPWG";"national";"urban";5252
"1908";"ISL_2008_EU-SILC_D1_INC_GPWG";"national";"rural";3387
"1909";"ISL_2009_EU-SILC_D1_INC_GPWG";"national";"urban";5230
"1910";"ISL_2009_EU-SILC_D1_INC_GPWG";"national";"rural";3301
"1911";"ISL_2010_EU-SILC_D1_INC_GPWG";"national";"urban";5533
"1912";"ISL_2010_EU-SILC_D1_INC_GPWG";"national";"rural";3293
"1913";"ISL_2011_EU-SILC_D1_INC_GPWG";"national";"rural";3300
"1914";"ISL_2011_EU-SILC_D1_INC_GPWG";"national";"urban";5539
"1915";"ISL_2012_EU-SILC_D1_INC_GPWG";"national";"urban";5574
"1916";"ISL_2012_EU-SILC_D1_INC_GPWG";"national";"rural";3392
"1917";"ISL_2013_EU-SILC_D1_INC_GPWG";"national";"urban";5603
"1918";"ISL_2013_EU-SILC_D1_INC_GPWG";"national";"rural";3299
"1919";"ISL_2014_EU-SILC_D1_INC_GPWG";"national";"urban";7359
"1920";"ISL_2014_EU-SILC_D1_INC_GPWG";"national";"rural";1466
"1921";"ISL_2015_EU-SILC_D1_INC_GPWG";"national";"urban";7147
"1922";"ISL_2015_EU-SILC_D1_INC_GPWG";"national";"rural";1448
"1923";"ISL_2016_EU-SILC_D1_INC_GPWG";"national";"urban";6942
"1924";"ISL_2016_EU-SILC_D1_INC_GPWG";"national";"rural";1371
"1925";"ISL_2017_EU-SILC_D1_INC_GPWG";"national";"urban";6633
"1926";"ISL_2017_EU-SILC_D1_INC_GPWG";"national";"rural";1791
"1927";"ISL_2018_EU-SILC_D1_INC_GPWG";"national";"urban";6705
"1928";"ISL_2018_EU-SILC_D1_INC_GPWG";"national";"rural";1937
"1929";"ISR_1979_HES-LIS_D1_INC_BIN";"national";"";250
"1930";"ISR_1986_HES-LIS_D1_INC_BIN";"national";"";400
"1931";"ISR_1992_HES-LIS_D1_INC_BIN";"national";"";400
"1932";"ISR_1997_HES-LIS_D1_INC_BIN";"national";"";400
"1933";"ISR_2001_HES-LIS_D1_INC_BIN";"national";"";400
"1934";"ISR_2002_HES-LIS_D1_INC_BIN";"national";"";400
"1935";"ISR_2003_HES-LIS_D1_INC_BIN";"national";"";400
"1936";"ISR_2004_HES-LIS_D1_INC_BIN";"national";"";400
"1937";"ISR_2005_HES-LIS_D1_INC_BIN";"national";"";400
"1938";"ISR_2006_HES-LIS_D1_INC_BIN";"national";"";400
"1939";"ISR_2007_HES-LIS_D1_INC_BIN";"national";"";400
"1940";"ISR_2008_HES-LIS_D1_INC_BIN";"national";"";400
"1941";"ISR_2009_HES-LIS_D1_INC_BIN";"national";"";400
"1942";"ISR_2010_HES-LIS_D1_INC_BIN";"national";"";400
"1943";"ISR_2011_HES-LIS_D1_INC_BIN";"national";"";400
"1944";"ISR_2012_HES-LIS_D1_INC_BIN";"national";"";400
"1945";"ISR_2013_HES-LIS_D1_INC_BIN";"national";"";400
"1946";"ISR_2014_HES-LIS_D1_INC_BIN";"national";"";400
"1947";"ISR_2015_HES-LIS_D1_INC_BIN";"national";"";400
"1948";"ISR_2016_HES-LIS_D1_INC_BIN";"national";"";400
"1949";"ISR_2017_HES-LIS_D1_INC_BIN";"national";"";400
"1950";"ISR_2018_HES-LIS_D1_INC_BIN";"national";"";400
"1951";"ISR_2019_HES-LIS_D1_INC_BIN";"national";"";400
"1952";"ISR_2020_HES-LIS_D1_INC_BIN";"national";"";400
"1953";"ISR_2021_HES-LIS_D1_INC_BIN";"national";"";400
"1954";"ITA_1977_SHIW-LIS_D1_INC_BIN";"national";"";400
"1955";"ITA_1978_SHIW-LIS_D1_INC_BIN";"national";"";399
"1956";"ITA_1979_SHIW-LIS_D1_INC_BIN";"national";"";400
"1957";"ITA_1980_SHIW-LIS_D1_INC_BIN";"national";"";400
"1958";"ITA_1981_SHIW-LIS_D1_INC_BIN";"national";"";400
"1959";"ITA_1982_SHIW-LIS_D1_INC_BIN";"national";"";400
"1960";"ITA_1983_SHIW-LIS_D1_INC_BIN";"national";"";400
"1961";"ITA_1984_SHIW-LIS_D1_INC_BIN";"national";"";400
"1962";"ITA_1986_SHIW-LIS_D1_INC_BIN";"national";"";400
"1963";"ITA_1987_SHIW-LIS_D1_INC_BIN";"national";"";400
"1964";"ITA_1989_SHIW-LIS_D1_INC_BIN";"national";"";400
"1965";"ITA_1991_SHIW-LIS_D1_INC_BIN";"national";"";400
"1966";"ITA_1993_SHIW-LIS_D1_INC_BIN";"national";"";400
"1967";"ITA_1995_SHIW-LIS_D1_INC_BIN";"national";"";400
"1968";"ITA_1998_SHIW-LIS_D1_INC_BIN";"national";"";400
"1969";"ITA_2000_SHIW-LIS_D1_INC_BIN";"national";"";400
"1970";"ITA_2002_SHIW-LIS_D1_INC_BIN";"national";"";400
"1971";"ITA_2004_EU-SILC_D1_INC_GPWG";"national";"rural";14971
"1972";"ITA_2004_EU-SILC_D1_INC_GPWG";"national";"urban";46410
"1973";"ITA_2005_EU-SILC_D1_INC_GPWG";"national";"rural";13958
"1974";"ITA_2005_EU-SILC_D1_INC_GPWG";"national";"urban";41999
"1975";"ITA_2006_EU-SILC_D1_INC_GPWG";"national";"urban";40530
"1976";"ITA_2006_EU-SILC_D1_INC_GPWG";"national";"rural";13838
"1977";"ITA_2007_EU-SILC_D1_INC_GPWG";"national";"urban";39889
"1978";"ITA_2007_EU-SILC_D1_INC_GPWG";"national";"rural";12728
"1979";"ITA_2008_EU-SILC_D1_INC_GPWG";"national";"rural";12411
"1980";"ITA_2008_EU-SILC_D1_INC_GPWG";"national";"urban";39879
"1981";"ITA_2009_EU-SILC_D1_INC_GPWG";"national";"urban";39018
"1982";"ITA_2009_EU-SILC_D1_INC_GPWG";"national";"rural";12087
"1983";"ITA_2009_EU-SILC_D1_INC_GPWG";"national";"";19
"1984";"ITA_2010_EU-SILC_D1_INC_GPWG";"national";"urban";36154
"1985";"ITA_2010_EU-SILC_D1_INC_GPWG";"national";"rural";11296
"1986";"ITA_2011_EU-SILC_D1_INC_GPWG";"national";"urban";36897
"1987";"ITA_2011_EU-SILC_D1_INC_GPWG";"national";"rural";10881
"1988";"ITA_2012_EU-SILC_D1_INC_GPWG";"national";"urban";37232
"1989";"ITA_2012_EU-SILC_D1_INC_GPWG";"national";"rural";10085
"1990";"ITA_2013_EU-SILC_D1_INC_GPWG";"national";"rural";9776
"1991";"ITA_2013_EU-SILC_D1_INC_GPWG";"national";"urban";34733
"1992";"ITA_2014_EU-SILC_D1_INC_GPWG";"national";"rural";10127
"1993";"ITA_2014_EU-SILC_D1_INC_GPWG";"national";"urban";36923
"1994";"ITA_2015_EU-SILC_D1_INC_GPWG";"national";"rural";10375
"1995";"ITA_2015_EU-SILC_D1_INC_GPWG";"national";"urban";32485
"1996";"ITA_2016_EU-SILC_D1_INC_GPWG";"national";"rural";14038
"1997";"ITA_2016_EU-SILC_D1_INC_GPWG";"national";"urban";34114
"1998";"ITA_2017_EU-SILC_D1_INC_GPWG";"national";"urban";34608
"1999";"ITA_2017_EU-SILC_D1_INC_GPWG";"national";"rural";14163
"2000";"ITA_2018_EU-SILC_D1_INC_GPWG";"national";"urban";32356
"2001";"ITA_2018_EU-SILC_D1_INC_GPWG";"national";"rural";13353
"2002";"ITA_2019_EU-SILC_D1_INC_GPWG";"national";"rural";9556
"2003";"ITA_2019_EU-SILC_D1_INC_GPWG";"national";"urban";33789
"2004";"ITA_2020_EU-SILC_D1_INC_GPWG";"national";"urban";22554
"2005";"ITA_2020_EU-SILC_D1_INC_GPWG";"national";"rural";6648
"2006";"ITA_2021_EU-SILC_D1_INC_GPWG";"national";"urban";29765
"2007";"ITA_2021_EU-SILC_D1_INC_GPWG";"national";"rural";8619
"2008";"ITA_2022_EU-SILC_D1_INC_GPWG";"national";"urban";35443
"2009";"ITA_2022_EU-SILC_D1_INC_GPWG";"national";"rural";9171
"2010";"JAM_1988_SLC_D1_CON_SYNTH";"national";"national";100000
"2011";"JAM_1990_SLC_D1_CON_HIST";"national";"urban";898
"2012";"JAM_1990_SLC_D1_CON_HIST";"national";"rural";923
"2013";"JAM_1993_SLC_D1_CON_SYNTH";"national";"national";100000
"2014";"JAM_1996_SLC_D1_CON_HIST";"national";"rural";912
"2015";"JAM_1996_SLC_D1_CON_HIST";"national";"urban";911
"2016";"JAM_1999_SLC_D1_CON_HIST";"national";"";1866
"2017";"JAM_2002_SLC_D1_CON_HIST";"national";"urban";2814
"2018";"JAM_2002_SLC_D1_CON_HIST";"national";"rural";4162
"2019";"JAM_2004_SLC_D1_CON_HIST";"national";"rural";982
"2020";"JAM_2004_SLC_D1_CON_HIST";"national";"urban";999
"2021";"JAM_2018_JSLC_D1_CON_GPWG";"national";"urban";6402
"2022";"JAM_2018_JSLC_D1_CON_GPWG";"national";"rural";6662
"2023";"JAM_2021_JSLC_D1_CON_GPWG";"national";"urban";3453
"2024";"JAM_2021_JSLC_D1_CON_GPWG";"national";"rural";2747
"2025";"JOR_1986_HEIS_D1_CON_SYNTH";"national";"national";100000
"2026";"JOR_1992_HEIS_D1_CON_SYNTH";"national";"national";100000
"2027";"JOR_1997_HEIS_D1_CON_SYNTH";"national";"national";100000
"2028";"JOR_2002_HEIS_D1_CON_HIST";"national";"rural";3340
"2029";"JOR_2002_HEIS_D1_CON_HIST";"national";"urban";8644
"2030";"JOR_2006_HEIS_D1_CON_GPWG";"national";"rural";15691
"2031";"JOR_2006_HEIS_D1_CON_GPWG";"national";"urban";51902
"2032";"JOR_2008_HEIS_D1_CON_GPWG";"national";"rural";14888
"2033";"JOR_2008_HEIS_D1_CON_GPWG";"national";"urban";46796
"2034";"JOR_2010_HEIS_D1_CON_GPWG";"national";"rural";16766
"2035";"JOR_2010_HEIS_D1_CON_GPWG";"national";"urban";44285
"2036";"JPN_2008_JHPS-LIS_D1_INC_BIN";"national";"";400
"2037";"JPN_2010_JHPS-LIS_D1_INC_BIN";"national";"";398
"2038";"JPN_2013_JHPS-LIS_D1_INC_BIN";"national";"";395
"2039";"KAZ_1993_HBS_D1_INC_SYNTH";"national";"national";100000
"2040";"KAZ_1996_LSMS_D1_CON_HIST";"national";"rural";3668
"2041";"KAZ_1996_LSMS_D1_CON_HIST";"national";"urban";3551
"2042";"KAZ_2001_HBS_D1_CON_GPWG";"national";"urban";95547
"2043";"KAZ_2001_HBS_D1_CON_GPWG";"national";"rural";80448
"2044";"KAZ_2002_HBS_D1_CON_GPWG";"national";"rural";76942
"2045";"KAZ_2002_HBS_D1_CON_GPWG";"national";"urban";92426
"2046";"KAZ_2003_HBS_D1_CON_GPWG";"national";"rural";74691
"2047";"KAZ_2003_HBS_D1_CON_GPWG";"national";"urban";91874
"2048";"KAZ_2004_HBS_D1_CON_GPWG";"national";"rural";73400
"2049";"KAZ_2004_HBS_D1_CON_GPWG";"national";"urban";91484
"2050";"KAZ_2005_HBS_D1_CON_GPWG";"national";"rural";72301
"2051";"KAZ_2005_HBS_D1_CON_GPWG";"national";"urban";88885
"2052";"KAZ_2006_HBS_D1_CON_GPWG";"national";"rural";17390
"2053";"KAZ_2006_HBS_D1_CON_GPWG";"national";"urban";22727
"2054";"KAZ_2007_HBS_D1_CON_GPWG";"national";"urban";19298
"2055";"KAZ_2007_HBS_D1_CON_GPWG";"national";"rural";20271
"2056";"KAZ_2008_HBS_D1_CON_GPWG";"national";"rural";20942
"2057";"KAZ_2008_HBS_D1_CON_GPWG";"national";"urban";19236
"2058";"KAZ_2009_HBS_D1_CON_GPWG";"national";"rural";82782
"2059";"KAZ_2009_HBS_D1_CON_GPWG";"national";"urban";78727
"2060";"KAZ_2010_HBS_D1_CON_GPWG";"national";"rural";87795
"2061";"KAZ_2010_HBS_D1_CON_GPWG";"national";"urban";79518
"2062";"KAZ_2011_HBS_D1_CON_GPWG";"national";"rural";91205
"2063";"KAZ_2011_HBS_D1_CON_GPWG";"national";"urban";78969
"2064";"KAZ_2012_HBS_D1_CON_GPWG";"national";"rural";88468
"2065";"KAZ_2012_HBS_D1_CON_GPWG";"national";"urban";78645
"2066";"KAZ_2013_HBS_D1_CON_GPWG";"national";"urban";77836
"2067";"KAZ_2013_HBS_D1_CON_GPWG";"national";"rural";87941
"2068";"KAZ_2014_HBS_D1_CON_GPWG";"national";"rural";86797
"2069";"KAZ_2014_HBS_D1_CON_GPWG";"national";"urban";78250
"2070";"KAZ_2015_HBS_D1_CON_GPWG";"national";"rural";86848
"2071";"KAZ_2015_HBS_D1_CON_GPWG";"national";"urban";77915
"2072";"KAZ_2016_HBS_D1_CON_GPWG";"national";"urban";78305
"2073";"KAZ_2016_HBS_D1_CON_GPWG";"national";"rural";87289
"2074";"KAZ_2017_HBS_D1_CON_GPWG";"national";"rural";88673
"2075";"KAZ_2017_HBS_D1_CON_GPWG";"national";"urban";77918
"2076";"KAZ_2018_HBS_D1_CON_GPWG";"national";"rural";89952
"2077";"KAZ_2018_HBS_D1_CON_GPWG";"national";"urban";76074
"2078";"KAZ_2019_HBS_D1_CON_GPWG";"national";"urban";80748
"2079";"KAZ_2019_HBS_D1_CON_GPWG";"national";"rural";81539
"2080";"KAZ_2020_HBS_D1_CON_GPWG";"national";"rural";80783
"2081";"KAZ_2020_HBS_D1_CON_GPWG";"national";"urban";82621
"2082";"KAZ_2021_HBS_D1_CON_GPWG";"national";"urban";84279
"2083";"KAZ_2021_HBS_D1_CON_GPWG";"national";"rural";82642
"2084";"KEN_1992_WMS-I_D1_CON_SYNTH";"national";"national";100000
"2085";"KEN_1994_WMS-II_D1_CON_GPWG";"national";"rural";9171
"2086";"KEN_1994_WMS-II_D1_CON_GPWG";"national";"urban";1686
"2087";"KEN_1997_WMS-III_D1_CON_GPWG";"national";"rural";8963
"2088";"KEN_1997_WMS-III_D1_CON_GPWG";"national";"urban";1911
"2089";"KEN_2005_IHBS_D1_CON_GPWG";"national";"rural";8475
"2090";"KEN_2005_IHBS_D1_CON_GPWG";"national";"urban";4683
"2091";"KEN_2015_IHBS_D1_CON_GPWG";"national";"rural";60943
"2092";"KEN_2015_IHBS_D1_CON_GPWG";"national";"urban";31903
"2093";"KEN_2020_KCHS_D1_CON_GPWG";"national";"";19701
"2094";"KEN_2021_KCHS_D1_CON_GPWG";"national";"";16963
"2095";"KGZ_1998_KPMS_D1_INC_GPWG";"national";"urban";904
"2096";"KGZ_1998_KPMS_D1_INC_GPWG";"national";"rural";2028
"2097";"KGZ_2000_HBS_D1_CON_GPWG";"national";"rural";8093
"2098";"KGZ_2000_HBS_D1_CON_GPWG";"national";"urban";4523
"2099";"KGZ_2001_HBS_D1_CON_GPWG";"national";"rural";7697
"2100";"KGZ_2001_HBS_D1_CON_GPWG";"national";"urban";5010
"2101";"KGZ_2002_HBS_D1_CON_GPWG";"national";"rural";7473
"2102";"KGZ_2002_HBS_D1_CON_GPWG";"national";"urban";4974
"2103";"KGZ_2003_HBS_D1_CON_GPWG";"national";"rural";2765
"2104";"KGZ_2003_HBS_D1_CON_GPWG";"national";"urban";1859
"2105";"KGZ_2004_KIHS_D1_CON_GPWG";"national";"urban";10766
"2106";"KGZ_2004_KIHS_D1_CON_GPWG";"national";"rural";9052
"2107";"KGZ_2005_KIHS_D1_CON_GPWG";"national";"rural";34372
"2108";"KGZ_2005_KIHS_D1_CON_GPWG";"national";"urban";42172
"2109";"KGZ_2006_KIHS_D1_CON_GPWG";"national";"urban";42036
"2110";"KGZ_2006_KIHS_D1_CON_GPWG";"national";"rural";34640
"2111";"KGZ_2007_KIHS_D1_CON_GPWG";"national";"urban";40016
"2112";"KGZ_2007_KIHS_D1_CON_GPWG";"national";"rural";34096
"2113";"KGZ_2008_KIHS_D1_CON_GPWG";"national";"urban";40672
"2114";"KGZ_2008_KIHS_D1_CON_GPWG";"national";"rural";34038
"2115";"KGZ_2009_KIHS_D1_CON_GPWG";"national";"rural";34288
"2116";"KGZ_2009_KIHS_D1_CON_GPWG";"national";"urban";40805
"2117";"KGZ_2010_KIHS_D1_CON_GPWG";"national";"urban";40245
"2118";"KGZ_2010_KIHS_D1_CON_GPWG";"national";"rural";33620
"2119";"KGZ_2011_KIHS_D1_CON_GPWG";"national";"rural";33066
"2120";"KGZ_2011_KIHS_D1_CON_GPWG";"national";"urban";40470
"2121";"KGZ_2012_KIHS_D1_CON_GPWG";"national";"rural";32858
"2122";"KGZ_2012_KIHS_D1_CON_GPWG";"national";"urban";40452
"2123";"KGZ_2013_KIHS_D1_CON_GPWG";"national";"rural";37511
"2124";"KGZ_2013_KIHS_D1_CON_GPWG";"national";"urban";40271
"2125";"KGZ_2014_KIHS_D1_CON_GPWG";"national";"urban";40782
"2126";"KGZ_2014_KIHS_D1_CON_GPWG";"national";"rural";35811
"2127";"KGZ_2015_KIHS_D1_CON_GPWG";"national";"urban";40729
"2128";"KGZ_2015_KIHS_D1_CON_GPWG";"national";"rural";36302
"2129";"KGZ_2016_KIHS_D1_CON_GPWG";"national";"urban";40899
"2130";"KGZ_2016_KIHS_D1_CON_GPWG";"national";"rural";36284
"2131";"KGZ_2017_KIHS_D1_CON_GPWG";"national";"rural";36289
"2132";"KGZ_2017_KIHS_D1_CON_GPWG";"national";"urban";41119
"2133";"KGZ_2018_KIHS_D1_CON_GPWG";"national";"rural";36366
"2134";"KGZ_2018_KIHS_D1_CON_GPWG";"national";"urban";40829
"2135";"KGZ_2019_KIHS_D1_CON_GPWG";"national";"urban";40801
"2136";"KGZ_2019_KIHS_D1_CON_GPWG";"national";"rural";36076
"2137";"KGZ_2020_KIHS_D1_CON_GPWG";"national";"rural";35656
"2138";"KGZ_2020_KIHS_D1_CON_GPWG";"national";"urban";40256
"2139";"KGZ_2021_KIHS_D1_CON_GPWG";"national";"rural";36172
"2140";"KGZ_2021_KIHS_D1_CON_GPWG";"national";"urban";40483
"2141";"KGZ_2022_KIHS_D1_CON_GPWG";"national";"rural";35316
"2142";"KGZ_2022_KIHS_D1_CON_GPWG";"national";"urban";39361
"2143";"KIR_2006_HIES_D1_CON_GPWG";"national";"rural";5032
"2144";"KIR_2006_HIES_D1_CON_GPWG";"national";"urban";1693
"2145";"KIR_2019_HIES_D1_CON_GPWG";"national";"rural";8194
"2146";"KIR_2019_HIES_D1_CON_GPWG";"national";"urban";4287
"2147";"KOR_2006_HIES-FHES-LIS_D1_INC_BIN";"national";"";400
"2148";"KOR_2008_HIES-FHES-LIS_D1_INC_BIN";"national";"";400
"2149";"KOR_2010_HIES-FHES-LIS_D1_INC_BIN";"national";"";400
"2150";"KOR_2012_HIES-FHES-LIS_D1_INC_BIN";"national";"";400
"2151";"KOR_2014_HIES-FHES-LIS_D1_INC_BIN";"national";"";400
"2152";"KOR_2016_SHFLC-LIS_D1_INC_BIN";"national";"";400
"2153";"KOR_2017_SHFLC-LIS_D1_INC_BIN";"national";"";400
"2154";"KOR_2018_SHFLC-LIS_D1_INC_BIN";"national";"";400
"2155";"KOR_2019_SHFLC-LIS_D1_INC_BIN";"national";"";400
"2156";"KOR_2020_SHFLC-LIS_D1_INC_BIN";"national";"";400
"2157";"KOR_2021_SHFLC-LIS_D1_INC_BIN";"national";"";400
"2158";"LAO_1992_LECS_D1_CON_HIST";"national";"rural";2246
"2159";"LAO_1992_LECS_D1_CON_HIST";"national";"urban";631
"2160";"LAO_1997_LECS_D1_CON_HIST";"national";"rural";6873
"2161";"LAO_1997_LECS_D1_CON_HIST";"national";"urban";2008
"2162";"LAO_2002_LECS_D1_CON_GPWG";"national";"rural";40535
"2163";"LAO_2002_LECS_D1_CON_GPWG";"national";"urban";9256
"2164";"LAO_2007_LECS_D1_CON_GPWG";"national";"rural";37036
"2165";"LAO_2007_LECS_D1_CON_GPWG";"national";"urban";10985
"2166";"LAO_2012_LECS_D1_CON_GPWG";"national";"rural";6020
"2167";"LAO_2012_LECS_D1_CON_GPWG";"national";"urban";2206
"2168";"LAO_2018_LECS_D1_CON_GPWG";"national";"rural";29197
"2169";"LAO_2018_LECS_D1_CON_GPWG";"national";"urban";11906
"2170";"LBN_2011_HBS_D1_CON_GPWG";"national";"";11535
"2171";"LBR_2007_CWIQ_D1_CON_GPWG";"national";"rural";2204
"2172";"LBR_2007_CWIQ_D1_CON_GPWG";"national";"urban";1391
"2173";"LBR_2014_HIES_D1_CON_GPWG";"national";"urban";1539
"2174";"LBR_2014_HIES_D1_CON_GPWG";"national";"rural";2546
"2175";"LBR_2016_HIES_D1_CON_GPWG";"national";"rural";24185
"2176";"LBR_2016_HIES_D1_CON_GPWG";"national";"urban";12118
"2177";"LCA_1995_LSMS_D1_INC_SYNTH";"national";"national";100000
"2178";"LCA_2015_SLCHBS_D1_CON_GPWG";"national";"urban";2878
"2179";"LCA_2015_SLCHBS_D1_CON_GPWG";"national";"rural";1691
"2180";"LCA_2015_SLCHBS_D1_INC_GPWG";"national";"urban";2877
"2181";"LCA_2015_SLCHBS_D1_INC_GPWG";"national";"rural";1688
"2182";"LKA_1985_LFSS_D1_CON_SYNTH";"national";"national";100000
"2183";"LKA_1990_HIES_D1_CON_HIST";"national";"urban";6222
"2184";"LKA_1990_HIES_D1_CON_HIST";"national";"rural";12240
"2185";"LKA_1995_SES_D1_CON_HIST";"national";"rural";15926
"2186";"LKA_1995_SES_D1_CON_HIST";"national";"urban";3754
"2187";"LKA_2002_HIES_D1_CON_GPWG";"national";"rural";56821
"2188";"LKA_2002_HIES_D1_CON_GPWG";"national";"urban";14472
"2189";"LKA_2006_HIES_D1_CON_GPWG";"national";"rural";56449
"2190";"LKA_2006_HIES_D1_CON_GPWG";"national";"urban";20300
"2191";"LKA_2009_HIES_D1_CON_GPWG";"national";"urban";22255
"2192";"LKA_2009_HIES_D1_CON_GPWG";"national";"rural";58617
"2193";"LKA_2012_HIES_D1_CON_GPWG";"national";"rural";59560
"2194";"LKA_2012_HIES_D1_CON_GPWG";"national";"urban";20974
"2195";"LKA_2016_HIES_D1_CON_GPWG";"national";"rural";69245
"2196";"LKA_2016_HIES_D1_CON_GPWG";"national";"urban";13716
"2197";"LKA_2019_HIES_D1_CON_GPWG";"national";"";74285
"2198";"LSO_1986_HBS_D1_CON_SYNTH";"national";"national";100000
"2199";"LSO_1994_NHECS_D1_CON_HIST";"national";"urban";2005
"2200";"LSO_1994_NHECS_D1_CON_HIST";"national";"rural";2703
"2201";"LSO_2002_HBS_D1_CON_GPWG";"national";"urban";3063
"2202";"LSO_2002_HBS_D1_CON_GPWG";"national";"rural";2929
"2203";"LSO_2017_CMSHBS_D1_CON_GPWG";"national";"rural";12266
"2204";"LSO_2017_CMSHBS_D1_CON_GPWG";"national";"urban";5022
"2205";"LTU_1993_HBS_D1_INC_SYNTH";"national";"national";100000
"2206";"LTU_1996_HBS_D1_CON_SYNTH";"national";"national";100000
"2207";"LTU_1998_HBS_D1_CON_GPWG";"national";"urban";15025
"2208";"LTU_1998_HBS_D1_CON_GPWG";"national";"rural";9796
"2209";"LTU_1999_HBS_D1_CON_GPWG";"national";"urban";14864
"2210";"LTU_1999_HBS_D1_CON_GPWG";"national";"rural";9529
"2211";"LTU_2000_HBS_D1_CON_GPWG";"national";"urban";12786
"2212";"LTU_2000_HBS_D1_CON_GPWG";"national";"rural";8191
"2213";"LTU_2001_HBS_D1_CON_GPWG";"national";"rural";9840
"2214";"LTU_2001_HBS_D1_CON_GPWG";"national";"urban";13989
"2215";"LTU_2002_HBS_D1_CON_GPWG";"national";"urban";13048
"2216";"LTU_2002_HBS_D1_CON_GPWG";"national";"rural";9511
"2217";"LTU_2003_HBS_D1_CON_GPWG";"national";"rural";9119
"2218";"LTU_2003_HBS_D1_CON_GPWG";"national";"urban";13160
"2219";"LTU_2004_HBS_D1_CON_GPWG";"national";"rural";9382
"2220";"LTU_2004_HBS_D1_CON_GPWG";"national";"urban";13229
"2221";"LTU_2005_EU-SILC_D1_INC_GPWG";"national";"rural";7110
"2222";"LTU_2005_EU-SILC_D1_INC_GPWG";"national";"urban";4992
"2223";"LTU_2006_EU-SILC_D1_INC_GPWG";"national";"rural";6985
"2224";"LTU_2006_EU-SILC_D1_INC_GPWG";"national";"urban";5149
"2225";"LTU_2007_EU-SILC_D1_INC_GPWG";"national";"rural";7332
"2226";"LTU_2007_EU-SILC_D1_INC_GPWG";"national";"urban";5443
"2227";"LTU_2008_EU-SILC_D1_INC_GPWG";"national";"rural";6935
"2228";"LTU_2008_EU-SILC_D1_INC_GPWG";"national";"urban";5211
"2229";"LTU_2008_HBS_D1_CON_GPWG";"national";"rural";6239
"2230";"LTU_2008_HBS_D1_CON_GPWG";"national";"urban";9595
"2231";"LTU_2009_EU-SILC_D1_INC_GPWG";"national";"rural";7323
"2232";"LTU_2009_EU-SILC_D1_INC_GPWG";"national";"urban";5524
"2233";"LTU_2010_EU-SILC_D1_INC_GPWG";"national";"rural";7437
"2234";"LTU_2010_EU-SILC_D1_INC_GPWG";"national";"urban";5780
"2235";"LTU_2011_EU-SILC_D1_INC_GPWG";"national";"rural";7199
"2236";"LTU_2011_EU-SILC_D1_INC_GPWG";"national";"urban";5271
